"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.56,183.53,183.49,183.48,183.52,183.56,183.62,183.67,183.67,183.65,183.6,183.53
2022,183.42,183.33,183.28,183.26,183.34,183.45,183.5,183.52,183.54,183.57,183.55,183.47
2023,183.37,183.3,183.27,183.29,183.38,183.47,183.53,183.57,183.61,183.65,183.67,183.61
2024,183.53,183.46,183.43,183.45,183.54,183.63,183.69,183.72,183.72,183.71,183.69,183.6
2025,183.49,183.41,183.36,183.41,183.52,183.6,183.67,183.69,183.67,183.64,183.57,183.48
2026,183.39,183.35,183.36,183.37,183.45,183.54,183.59,183.59,183.59,183.6,183.57,183.5
2027,183.43,183.39,183.36,183.38,183.48,183.58,183.63,183.64,183.62,183.56,183.5,183.41
2028,183.31,183.25,183.23,183.24,183.33,183.44,183.49,183.49,183.46,183.43,183.41,183.38
2029,183.3,183.23,183.19,183.22,183.32,183.4,183.47,183.54,183.59,183.63,183.64,183.59
2030,183.46,183.35,183.31,183.35,183.5,183.64,183.74,183.79,183.8,183.78,183.7,183.6
2031,183.51,183.45,183.39,183.44,183.6,183.74,183.88,183.93,183.86,183.78,183.71,183.64
2032,183.58,183.52,183.47,183.48,183.58,183.69,183.72,183.75,183.77,183.73,183.67,183.59
2033,183.5,183.44,183.39,183.37,183.42,183.48,183.55,183.59,183.61,183.62,183.57,183.5
2034,183.42,183.38,183.36,183.38,183.46,183.53,183.61,183.66,183.66,183.64,183.6,183.55
2035,183.48,183.38,183.33,183.38,183.46,183.54,183.6,183.6,183.61,183.67,183.69,183.63
2036,183.54,183.48,183.43,183.43,183.54,183.65,183.71,183.76,183.8,183.79,183.74,183.67
2037,183.57,183.49,183.44,183.45,183.53,183.65,183.72,183.77,183.81,183.83,183.83,183.79
2038,183.69,183.62,183.6,183.64,183.72,183.83,183.89,183.87,183.84,183.78,183.69,183.6
2039,183.49,183.41,183.37,183.42,183.53,183.63,183.7,183.75,183.78,183.74,183.67,183.6
2040,183.52,183.44,183.4,183.39,183.45,183.52,183.56,183.6,183.67,183.68,183.63,183.57
2041,183.51,183.44,183.42,183.48,183.62,183.75,183.86,183.94,183.95,183.99,183.99,183.91
2042,183.83,183.77,183.76,183.8,183.84,183.88,183.9,183.87,183.83,183.8,183.78,183.73
2043,183.64,183.54,183.44,183.4,183.42,183.48,183.54,183.54,183.49,183.41,183.34,183.23
2044,183.12,183.05,183.02,183.02,183.06,183.15,183.24,183.29,183.31,183.29,183.26,183.19
2045,183.12,183.08,183.05,183.06,183.14,183.23,183.27,183.31,183.34,183.34,183.31,183.21
2046,183.11,183.05,183.02,183.05,183.17,183.32,183.38,183.38,183.34,183.28,183.21,183.11
2047,183.02,182.98,182.95,182.93,182.95,183.05,183.14,183.18,183.23,183.26,183.23,183.17
2048,183.12,183.08,183.08,183.14,183.26,183.35,183.42,183.52,183.57,183.54,183.5,183.41
2049,183.29,183.21,183.18,183.21,183.25,183.27,183.29,183.31,183.29,183.25,183.18,183.1
2050,183.01,182.96,182.92,182.92,182.98,183.1,183.19,183.19,183.21,183.26,183.29,183.23
2051,183.14,183.07,183.02,183,183.03,183.09,183.12,183.13,183.09,183.01,182.95,182.86
2052,182.77,182.73,182.72,182.74,182.83,182.96,183.06,183.13,183.17,183.19,183.16,183.07
2053,182.99,182.94,182.9,182.93,183.06,183.2,183.28,183.32,183.32,183.28,183.24,183.16
2054,183.05,182.97,182.93,182.95,183.04,183.15,183.22,183.24,183.27,183.31,183.31,183.27
2055,183.17,183.08,183.02,183.05,183.17,183.28,183.36,183.38,183.36,183.34,183.3,183.22
2056,183.12,183.06,183.04,183.08,183.17,183.32,183.45,183.5,183.52,183.52,183.49,183.39
2057,183.29,183.25,183.22,183.23,183.33,183.43,183.46,183.54,183.6,183.6,183.56,183.46
2058,183.38,183.33,183.27,183.26,183.34,183.44,183.48,183.47,183.44,183.38,183.29,183.2
2059,183.12,183.06,183.04,183.06,183.11,183.16,183.21,183.24,183.25,183.25,183.21,183.14
2060,183.07,183.03,183.03,183.08,183.2,183.33,183.41,183.46,183.46,183.46,183.48,183.42
2061,183.32,183.24,183.18,183.18,183.28,183.38,183.46,183.53,183.57,183.57,183.53,183.44
2062,183.33,183.26,183.21,183.24,183.31,183.39,183.48,183.55,183.57,183.57,183.53,183.47
2063,183.4,183.33,183.31,183.33,183.41,183.5,183.55,183.55,183.54,183.51,183.46,183.37
2064,183.28,183.23,183.21,183.2,183.23,183.29,183.33,183.36,183.37,183.32,183.21,183.11
2065,183.05,183.02,183,183.04,183.15,183.25,183.34,183.43,183.46,183.42,183.36,183.27
2066,183.17,183.11,183.06,183.05,183.13,183.2,183.27,183.34,183.38,183.38,183.37,183.3
2067,183.19,183.11,183.08,183.09,183.13,183.19,183.23,183.26,183.24,183.16,183.07,182.99
2068,182.91,182.79,182.71,182.71,182.82,182.98,183.08,183.11,183.1,183.06,183.02,182.95
2069,182.89,182.85,182.88,182.96,183.05,183.15,183.2,183.26,183.27,183.2,183.15,183.1
2070,183.01,182.98,182.97,182.97,183.05,183.18,183.29,183.33,183.31,183.26,183.18,183.08
2071,183,182.94,182.9,182.89,182.93,182.99,183.03,183.09,183.16,183.17,183.12,183.07
2072,183.02,182.97,182.94,182.93,183.03,183.15,183.19,183.22,183.2,183.12,183.06,183.01
2073,182.94,182.88,182.82,182.83,182.94,183.06,183.15,183.2,183.2,183.18,183.15,183.08
2074,183,182.95,182.92,182.92,182.96,183.05,183.12,183.17,183.18,183.19,183.14,183.05
2075,182.97,182.91,182.88,182.94,183.11,183.22,183.33,183.45,183.5,183.54,183.57,183.51
2076,183.4,183.33,183.31,183.32,183.36,183.41,183.46,183.48,183.49,183.47,183.41,183.29
2077,183.2,183.17,183.15,183.17,183.24,183.37,183.46,183.51,183.5,183.48,183.44,183.36
2078,183.29,183.24,183.21,183.24,183.33,183.41,183.46,183.47,183.47,183.45,183.4,183.32
2079,183.23,183.2,183.2,183.21,183.26,183.36,183.42,183.42,183.44,183.45,183.43,183.37
2080,183.27,183.19,183.17,183.19,183.23,183.28,183.33,183.36,183.4,183.41,183.37,183.27
2081,183.16,183.09,183.03,183.06,183.19,183.35,183.47,183.57,183.63,183.64,183.61,183.55
2082,183.47,183.37,183.3,183.28,183.35,183.44,183.5,183.53,183.53,183.48,183.42,183.32
2083,183.21,183.15,183.12,183.13,183.17,183.25,183.32,183.38,183.48,183.58,183.59,183.53
2084,183.42,183.31,183.23,183.23,183.3,183.41,183.54,183.6,183.57,183.51,183.43,183.33
2085,183.24,183.17,183.11,183.14,183.25,183.34,183.39,183.44,183.53,183.65,183.67,183.57
2086,183.48,183.39,183.32,183.31,183.38,183.44,183.47,183.46,183.45,183.45,183.43,183.37
2087,183.29,183.23,183.17,183.21,183.33,183.42,183.47,183.51,183.52,183.5,183.47,183.41
2088,183.32,183.25,183.18,183.21,183.32,183.39,183.44,183.45,183.46,183.45,183.4,183.31
2089,183.19,183.12,183.12,183.16,183.23,183.29,183.31,183.36,183.47,183.56,183.57,183.54
2090,183.47,183.39,183.36,183.34,183.34,183.38,183.4,183.38,183.39,183.4,183.35,183.26
