"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,177.06,177.04,177.08,177.15,177.25,177.35,177.44,177.48,177.46,177.44,177.38,177.34
2022,177.33,177.3,177.27,177.29,177.37,177.45,177.51,177.5,177.42,177.32,177.22,177.13
2023,177.06,177.01,176.97,177.06,177.17,177.22,177.24,177.28,177.29,177.23,177.18,177.15
2024,177.11,177.09,177.1,177.2,177.34,177.43,177.48,177.49,177.47,177.41,177.32,177.21
2025,177.16,177.15,177.17,177.24,177.33,177.43,177.49,177.49,177.44,177.42,177.39,177.27
2026,177.17,177.13,177.15,177.23,177.33,177.4,177.45,177.47,177.46,177.42,177.36,177.3
2027,177.21,177.14,177.14,177.19,177.26,177.31,177.33,177.31,177.27,177.2,177.12,177.05
2028,176.99,176.94,176.95,176.99,177.04,177.11,177.13,177.13,177.12,177.07,176.99,176.89
2029,176.81,176.77,176.74,176.77,176.88,177.02,177.1,177.08,177.01,176.92,176.91,176.96
2030,176.96,176.97,177.04,177.17,177.29,177.34,177.35,177.31,177.24,177.19,177.11,177
2031,176.97,177.03,177.06,177.11,177.2,177.25,177.26,177.23,177.14,177.02,176.94,176.86
2032,176.86,176.92,176.97,177.05,177.13,177.24,177.32,177.32,177.27,177.17,177.05,176.97
2033,176.93,176.93,176.97,177.12,177.32,177.45,177.53,177.52,177.55,177.6,177.55,177.48
2034,177.38,177.29,177.26,177.28,177.35,177.42,177.48,177.48,177.5,177.49,177.41,177.35
2035,177.3,177.3,177.33,177.36,177.4,177.41,177.38,177.33,177.27,177.21,177.15,177.1
2036,177.04,176.99,176.97,177.04,177.12,177.16,177.18,177.19,177.15,177.11,177.14,177.13
2037,177.1,177.12,177.25,177.41,177.58,177.72,177.76,177.81,177.86,177.83,177.74,177.66
2038,177.6,177.58,177.58,177.61,177.66,177.74,177.77,177.78,177.74,177.64,177.52,177.42
2039,177.36,177.33,177.31,177.35,177.43,177.47,177.5,177.47,177.4,177.31,177.19,177.12
2040,177.12,177.17,177.21,177.27,177.3,177.32,177.31,177.28,177.23,177.14,177.04,176.98
2041,176.96,176.95,176.98,177.08,177.17,177.2,177.22,177.2,177.15,177.07,176.95,176.84
