"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.67,174.66,174.75,174.87,174.88,174.82,174.77,174.73,174.67,174.57,174.51,174.52
2022,174.5,174.55,174.71,174.81,174.78,174.73,174.68,174.58,174.48,174.37,174.31,174.34
2023,174.43,174.51,174.62,174.8,174.91,174.98,175,174.9,174.78,174.68,174.63,174.67
2024,174.74,174.79,174.87,175.01,175.08,175.06,175.01,174.92,174.82,174.7,174.61,174.75
2025,174.88,174.84,174.96,175.14,175.16,175.12,175.06,175.02,174.92,174.8,174.8,174.95
2026,174.99,175.03,175.09,175.09,175.07,174.99,174.93,174.87,174.79,174.64,174.51,174.48
2027,174.47,174.5,174.6,174.77,174.84,174.82,174.78,174.69,174.61,174.56,174.48,174.51
2028,174.61,174.64,174.72,174.8,174.88,174.91,174.87,174.8,174.71,174.61,174.5,174.47
2029,174.49,174.64,174.82,174.86,174.89,175.01,175.03,174.95,174.88,174.75,174.65,174.66
2030,174.73,174.82,174.99,175.11,175.06,174.97,174.89,174.8,174.69,174.54,174.43,174.36
2031,174.36,174.47,174.68,174.84,174.86,174.82,174.77,174.69,174.58,174.45,174.37,174.32
2032,174.33,174.37,174.43,174.5,174.64,174.73,174.71,174.69,174.57,174.47,174.39,174.42
2033,174.46,174.43,174.42,174.46,174.46,174.43,174.4,174.37,174.31,174.22,174.12,174.11
2034,174.21,174.32,174.43,174.5,174.61,174.65,174.6,174.54,174.42,174.35,174.37,174.38
2035,174.41,174.42,174.43,174.5,174.58,174.59,174.54,174.48,174.4,174.29,174.23,174.19
2036,174.17,174.28,174.42,174.52,174.54,174.46,174.37,174.3,174.26,174.22,174.16,174.15
2037,174.17,174.22,174.37,174.5,174.53,174.54,174.52,174.47,174.37,174.24,174.18,174.26
2038,174.34,174.34,174.42,174.52,174.58,174.6,174.56,174.53,174.5,174.45,174.55,174.62
2039,174.58,174.54,174.56,174.6,174.59,174.57,174.54,174.46,174.32,174.22,174.18,174.31
2040,174.43,174.38,174.38,174.43,174.49,174.51,174.49,174.45,174.38,174.27,174.18,174.19
2041,174.24,174.26,174.29,174.36,174.44,174.46,174.42,174.37,174.25,174.11,174.04,174.08
2042,174.31,174.46,174.51,174.67,174.72,174.61,174.51,174.43,174.31,174.18,174.15,174.19
2043,174.25,174.29,174.33,174.4,174.45,174.45,174.42,174.36,174.27,174.18,174.12,174.13
2044,174.26,174.35,174.39,174.44,174.51,174.55,174.55,174.49,174.4,174.31,174.23,174.21
2045,174.22,174.26,174.34,174.53,174.66,174.63,174.56,174.48,174.36,174.26,174.23,174.38
2046,174.5,174.48,174.56,174.65,174.63,174.53,174.44,174.35,174.22,174.12,174.07,174.12
2047,174.24,174.3,174.36,174.46,174.53,174.57,174.57,174.52,174.43,174.32,174.22,174.22
2048,174.28,174.31,174.4,174.55,174.57,174.52,174.47,174.39,174.29,174.2,174.09,174.01
2049,174.1,174.36,174.53,174.57,174.6,174.62,174.62,174.54,174.42,174.3,174.24,174.27
2050,174.27,174.25,174.31,174.46,174.56,174.66,174.68,174.61,174.54,174.49,174.42,174.38
2051,174.37,174.38,174.44,174.6,174.73,174.76,174.74,174.66,174.57,174.52,174.5,174.53
2052,174.57,174.55,174.57,174.65,174.74,174.82,174.8,174.7,174.59,174.48,174.41,174.39
2053,174.41,174.54,174.7,174.73,174.73,174.69,174.6,174.57,174.52,174.41,174.39,174.45
2054,174.49,174.49,174.51,174.54,174.63,174.72,174.73,174.69,174.57,174.44,174.4,174.4
2055,174.53,174.78,174.94,175.05,175.16,175.2,175.12,175,174.88,174.74,174.63,174.63
2056,174.74,174.86,174.9,175.04,175.1,175.05,175.04,174.96,174.85,174.77,174.68,174.59
2057,174.6,174.67,174.75,174.82,174.81,174.73,174.67,174.61,174.5,174.4,174.43,174.53
2058,174.64,174.75,174.81,174.91,174.91,174.78,174.69,174.6,174.52,174.57,174.86,175.06
2059,175.15,175.16,175.17,175.22,175.19,175.16,175.12,175.06,174.97,174.81,174.68,174.65
2060,174.63,174.67,174.82,174.95,174.94,174.87,174.81,174.7,174.56,174.4,174.29,174.29
2061,174.37,174.42,174.5,174.68,174.84,174.91,174.91,174.84,174.71,174.6,174.55,174.56
2062,174.56,174.57,174.66,174.79,174.85,174.95,174.97,174.86,174.73,174.58,174.44,174.43
2063,174.47,174.45,174.45,174.5,174.53,174.53,174.53,174.47,174.42,174.31,174.17,174.1
2064,174.12,174.2,174.26,174.33,174.33,174.28,174.24,174.18,174.09,174,173.94,173.93
2065,173.98,174.08,174.26,174.38,174.4,174.39,174.37,174.3,174.2,174.07,174.01,174
2066,174.05,174.29,174.53,174.61,174.67,174.65,174.56,174.49,174.4,174.25,174.18,174.21
2067,174.22,174.21,174.27,174.39,174.52,174.59,174.57,174.51,174.4,174.27,174.21,174.23
2068,174.27,174.35,174.5,174.68,174.73,174.68,174.62,174.54,174.45,174.36,174.31,174.35
2069,174.49,174.67,174.77,174.93,174.97,174.85,174.72,174.58,174.42,174.32,174.27,174.25
2070,174.21,174.21,174.31,174.41,174.54,174.6,174.57,174.5,174.46,174.49,174.46,174.38
2071,174.36,174.45,174.62,174.71,174.69,174.6,174.51,174.44,174.36,174.24,174.19,174.21
2072,174.23,174.28,174.38,174.5,174.61,174.61,174.54,174.48,174.42,174.34,174.3,174.32
2073,174.42,174.52,174.58,174.64,174.64,174.64,174.65,174.58,174.49,174.36,174.24,174.22
2074,174.3,174.41,174.5,174.62,174.69,174.69,174.64,174.56,174.45,174.33,174.24,174.21
2075,174.24,174.25,174.29,174.37,174.43,174.46,174.48,174.51,174.45,174.43,174.47,174.58
2076,174.64,174.6,174.6,174.67,174.83,174.89,174.83,174.76,174.67,174.56,174.52,174.52
2077,174.48,174.51,174.62,174.69,174.72,174.7,174.65,174.6,174.52,174.4,174.32,174.32
2078,174.38,174.52,174.71,174.83,174.96,175.06,175.02,174.9,174.76,174.68,174.72,174.76
2079,174.7,174.63,174.62,174.65,174.66,174.63,174.59,174.52,174.41,174.32,174.34,174.46
2080,174.51,174.69,174.93,174.99,175.01,174.99,174.91,174.84,174.75,174.66,174.61,174.64
2081,174.67,174.82,174.95,174.96,174.97,174.94,174.89,174.8,174.69,174.59,174.52,174.48
2082,174.48,174.54,174.64,174.72,174.72,174.71,174.7,174.63,174.55,174.44,174.33,174.33
2083,174.46,174.61,174.72,174.82,174.89,174.91,174.91,174.86,174.73,174.58,174.49,174.61
2084,174.74,174.74,174.8,174.92,175.02,175.01,174.98,174.92,174.81,174.68,174.59,174.57
2085,174.67,174.81,174.97,175.13,175.18,175.17,175.13,175.09,175.01,174.87,174.78,174.8
2086,174.86,174.87,174.89,174.91,174.93,174.96,174.91,174.84,174.75,174.6,174.47,174.4
2087,174.35,174.38,174.56,174.74,174.76,174.71,174.66,174.61,174.53,174.48,174.44,174.42
2088,174.46,174.49,174.5,174.58,174.58,174.48,174.41,174.37,174.3,174.18,174.11,174.08
2089,174.1,174.17,174.23,174.36,174.54,174.72,174.8,174.73,174.59,174.51,174.53,174.58
2090,174.58,174.55,174.67,174.81,174.83,174.79,174.73,174.69,174.63,174.5,174.45,174.59
