"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.58,175.51,175.6,175.67,175.7,175.75,175.77,175.76,175.71,175.66,175.75,175.75
2022,175.74,175.77,175.92,175.97,176.07,176.09,176.07,176.03,175.99,175.99,176.03,176.09
2023,176.04,175.98,176.07,176.12,176.12,176.07,176.01,175.95,175.91,175.9,175.82,175.75
2024,175.69,175.69,175.73,175.78,175.8,175.78,175.74,175.71,175.65,175.61,175.54,175.47
2025,175.41,175.45,175.51,175.62,175.68,175.64,175.62,175.57,175.5,175.46,175.4,175.33
2026,175.28,175.33,175.42,175.44,175.42,175.46,175.45,175.43,175.38,175.31,175.32,175.28
2027,175.25,175.26,175.29,175.42,175.53,175.56,175.6,175.61,175.59,175.54,175.47,175.42
2028,175.39,175.42,175.53,175.58,175.59,175.6,175.58,175.56,175.53,175.49,175.45,175.48
2029,175.45,175.54,175.61,175.66,175.7,175.73,175.74,175.75,175.73,175.63,175.55,175.48
2030,175.7,175.73,175.74,175.79,175.8,175.76,175.69,175.63,175.55,175.45,175.37,175.34
2031,175.37,175.42,175.48,175.5,175.53,175.53,175.5,175.51,175.47,175.44,175.39,175.35
2032,175.3,175.25,175.31,175.32,175.3,175.26,175.23,175.16,175.09,174.99,174.93,174.91
2033,174.88,174.95,175.1,175.24,175.31,175.36,175.38,175.33,175.3,175.28,175.28,175.37
2034,175.49,175.56,175.66,175.72,175.69,175.6,175.53,175.48,175.4,175.31,175.26,175.24
2035,175.17,175.13,175.2,175.26,175.31,175.35,175.35,175.31,175.24,175.18,175.16,175.15
2036,175.09,175.07,175.16,175.25,175.23,175.19,175.13,175.1,175.08,175.05,175,174.93
2037,174.96,175.07,175.27,175.34,175.46,175.53,175.53,175.46,175.36,175.3,175.25,175.27
2038,175.32,175.29,175.39,175.41,175.41,175.41,175.43,175.4,175.33,175.24,175.12,175.04
2039,175,174.97,175.01,175.17,175.29,175.33,175.34,175.32,175.28,175.25,175.25,175.27
2040,175.27,175.26,175.28,175.3,175.32,175.34,175.36,175.35,175.29,175.35,175.4,175.37
2041,175.29,175.26,175.28,175.34,175.38,175.39,175.37,175.33,175.28,175.28,175.28,175.24
2042,175.25,175.26,175.34,175.45,175.5,175.51,175.49,175.45,175.42,175.33,175.24,175.19
2043,175.21,175.23,175.36,175.45,175.48,175.51,175.5,175.47,175.4,175.3,175.21,175.26
2044,175.22,175.25,175.37,175.51,175.65,175.66,175.66,175.61,175.51,175.41,175.35,175.31
2045,175.3,175.27,175.27,175.37,175.4,175.43,175.44,175.41,175.34,175.3,175.25,175.21
2046,175.17,175.24,175.34,175.43,175.49,175.51,175.55,175.53,175.49,175.45,175.38,175.3
2047,175.23,175.23,175.32,175.36,175.35,175.34,175.3,175.25,175.22,175.22,175.19,175.21
2048,175.24,175.28,175.32,175.38,175.48,175.5,175.49,175.52,175.48,175.4,175.34,175.39
2049,175.36,175.31,175.4,175.45,175.55,175.57,175.56,175.53,175.44,175.35,175.34,175.35
2050,175.31,175.32,175.45,175.56,175.64,175.64,175.63,175.59,175.51,175.42,175.34,175.29
2051,175.22,175.21,175.26,175.29,175.32,175.4,175.41,175.37,175.32,175.26,175.21,175.34
2052,175.25,175.17,175.21,175.26,175.28,175.29,175.3,175.28,175.27,175.24,175.21,175.2
2053,175.16,175.22,175.42,175.51,175.56,175.64,175.67,175.67,175.66,175.65,175.62,175.69
2054,175.67,175.65,175.69,175.75,175.76,175.74,175.74,175.77,175.72,175.61,175.51,175.43
2055,175.39,175.42,175.49,175.61,175.66,175.7,175.74,175.73,175.72,175.66,175.63,175.62
2056,175.59,175.55,175.66,175.69,175.69,175.68,175.65,175.61,175.56,175.51,175.56,175.66
2057,175.63,175.58,175.66,175.73,175.84,175.93,175.96,175.9,175.82,175.75,175.69,175.81
2058,175.69,175.66,175.81,175.84,175.87,175.85,175.82,175.76,175.67,175.64,175.6,175.53
