"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,177.09,177.06,177.07,177.17,177.3,177.39,177.43,177.4,177.39,177.38,177.31,177.23
2022,177.18,177.18,177.16,177.25,177.38,177.42,177.42,177.4,177.39,177.42,177.42,177.3
2023,177.19,177.16,177.2,177.28,177.38,177.46,177.46,177.42,177.35,177.29,177.22,177.1
2024,176.99,176.93,176.9,176.93,177.02,177.08,177.07,177.04,177,176.91,176.81,176.69
2025,176.58,176.55,176.55,176.6,176.66,176.73,176.77,176.73,176.67,176.62,176.55,176.47
2026,176.4,176.35,176.36,176.39,176.46,176.54,176.55,176.54,176.52,176.48,176.45,176.43
2027,176.41,176.38,176.36,176.41,176.54,176.67,176.75,176.77,176.77,176.75,176.72,176.66
2028,176.59,176.54,176.52,176.56,176.67,176.77,176.83,176.84,176.85,176.85,176.8,176.74
2029,176.68,176.65,176.65,176.67,176.72,176.76,176.81,176.8,176.76,176.77,176.74,176.67
2030,176.63,176.64,176.64,176.67,176.75,176.79,176.76,176.72,176.66,176.58,176.51,176.42
2031,176.32,176.26,176.25,176.28,176.33,176.38,176.4,176.39,176.34,176.27,176.18,176.09
2032,176.01,176.02,176.1,176.19,176.26,176.34,176.36,176.33,176.27,176.24,176.19,176.12
2033,176.07,176.02,176,176.07,176.18,176.25,176.3,176.29,176.25,176.19,176.11,176.04
2034,175.97,175.9,175.91,176,176.14,176.27,176.35,176.38,176.39,176.37,176.31,176.27
2035,176.21,176.16,176.16,176.21,176.25,176.27,176.28,176.28,176.29,176.28,176.23,176.18
2036,176.14,176.13,176.13,176.13,176.19,176.26,176.31,176.31,176.3,176.24,176.16,176.07
2037,176,175.99,175.98,176.05,176.16,176.25,176.33,176.34,176.31,176.29,176.3,176.26
2038,176.2,176.17,176.15,176.17,176.23,176.28,176.3,176.3,176.31,176.29,176.19,176.1
2039,176.03,175.97,175.94,175.99,176.09,176.15,176.19,176.22,176.24,176.23,176.21,176.17
2040,176.13,176.1,176.11,176.21,176.29,176.33,176.36,176.33,176.28,176.22,176.15,176.08
2041,176.02,175.98,175.99,176.05,176.12,176.22,176.3,176.33,176.34,176.35,176.41,176.41
2042,176.36,176.32,176.33,176.38,176.43,176.46,176.47,176.44,176.38,176.29,176.18,176.08
2043,176.03,176,175.98,176.04,176.15,176.2,176.21,176.2,176.18,176.17,176.1,175.99
2044,175.95,175.95,175.94,176.04,176.17,176.23,176.26,176.26,176.25,176.23,176.15,176.05
2045,175.96,175.91,175.95,176.05,176.15,176.23,176.25,176.24,176.24,176.27,176.26,176.22
2046,176.19,176.16,176.21,176.33,176.43,176.48,176.49,176.48,176.44,176.4,176.36,176.28
2047,176.2,176.17,176.2,176.25,176.29,176.32,176.32,176.31,176.27,176.25,176.24,176.19
2048,176.14,176.11,176.14,176.27,176.45,176.57,176.61,176.6,176.6,176.62,176.61,176.58
2049,176.5,176.44,176.42,176.42,176.43,176.46,176.47,176.46,176.42,176.32,176.21,176.1
2050,175.99,175.96,175.97,176.06,176.25,176.39,176.44,176.45,176.47,176.48,176.46,176.39
2051,176.34,176.32,176.32,176.37,176.44,176.47,176.46,176.42,176.37,176.34,176.32,176.26
