"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.54,183.45,183.39,183.39,183.49,183.59,183.64,183.7,183.73,183.67,183.56,183.47
2022,183.39,183.3,183.24,183.25,183.32,183.39,183.46,183.52,183.55,183.55,183.53,183.49
2023,183.44,183.4,183.36,183.4,183.46,183.56,183.64,183.66,183.69,183.67,183.62,183.55
2024,183.46,183.41,183.39,183.4,183.46,183.53,183.56,183.56,183.55,183.57,183.56,183.5
2025,183.42,183.36,183.32,183.36,183.46,183.53,183.6,183.69,183.72,183.65,183.58,183.5
2026,183.39,183.34,183.35,183.42,183.49,183.57,183.67,183.73,183.77,183.83,183.84,183.74
2027,183.61,183.51,183.46,183.45,183.49,183.57,183.63,183.65,183.64,183.61,183.57,183.52
2028,183.45,183.41,183.39,183.42,183.48,183.56,183.63,183.67,183.67,183.65,183.59,183.49
2029,183.41,183.34,183.3,183.34,183.45,183.53,183.61,183.74,183.81,183.83,183.8,183.69
2030,183.57,183.49,183.44,183.5,183.62,183.7,183.77,183.8,183.81,183.82,183.75,183.65
2031,183.56,183.48,183.43,183.48,183.59,183.69,183.77,183.82,183.85,183.86,183.8,183.72
2032,183.62,183.51,183.42,183.48,183.58,183.65,183.73,183.75,183.77,183.78,183.73,183.65
2033,183.59,183.53,183.49,183.55,183.65,183.73,183.78,183.82,183.82,183.75,183.68,183.57
2034,183.47,183.41,183.38,183.43,183.53,183.63,183.71,183.72,183.7,183.64,183.56,183.48
2035,183.39,183.35,183.32,183.36,183.5,183.65,183.74,183.78,183.8,183.82,183.81,183.75
2036,183.67,183.6,183.54,183.54,183.6,183.68,183.74,183.74,183.72,183.68,183.61,183.53
2037,183.43,183.35,183.29,183.34,183.43,183.5,183.59,183.66,183.69,183.74,183.74,183.66
2038,183.56,183.5,183.48,183.54,183.65,183.72,183.76,183.78,183.82,183.84,183.86,183.86
2039,183.79,183.73,183.74,183.82,183.92,184.03,184.14,184.17,184.13,184.06,183.99,183.89
2040,183.77,183.68,183.64,183.64,183.7,183.79,183.84,183.85,183.83,183.8,183.75,183.65
2041,183.56,183.49,183.45,183.48,183.56,183.66,183.73,183.75,183.75,183.75,183.72,183.64
2042,183.54,183.47,183.49,183.55,183.63,183.72,183.76,183.81,183.84,183.81,183.76,183.68
2043,183.58,183.51,183.45,183.47,183.58,183.66,183.75,183.8,183.83,183.8,183.73,183.67
2044,183.59,183.54,183.54,183.59,183.7,183.8,183.86,183.86,183.86,183.82,183.76,183.67
2045,183.57,183.53,183.54,183.57,183.61,183.69,183.75,183.76,183.75,183.71,183.66,183.58
2046,183.47,183.41,183.43,183.54,183.67,183.76,183.84,183.92,183.93,183.87,183.77,183.66
2047,183.59,183.55,183.51,183.55,183.66,183.73,183.8,183.86,183.86,183.82,183.77,183.71
2048,183.63,183.54,183.46,183.5,183.65,183.76,183.85,183.92,183.95,184,183.98,183.89
2049,183.79,183.73,183.71,183.75,183.81,183.85,183.89,183.94,184.01,184.08,184.06,183.97
2050,183.86,183.78,183.71,183.72,183.82,183.9,183.94,183.98,184.04,184.01,183.92,183.86
2051,183.78,183.71,183.64,183.61,183.65,183.72,183.79,183.84,183.87,183.88,183.84,183.76
2052,183.68,183.62,183.58,183.6,183.68,183.76,183.82,183.83,183.85,183.85,183.81,183.73
2053,183.61,183.54,183.51,183.55,183.6,183.63,183.69,183.76,183.77,183.68,183.56,183.45
2054,183.34,183.26,183.23,183.3,183.46,183.58,183.65,183.68,183.66,183.62,183.55,183.49
2055,183.41,183.36,183.35,183.39,183.52,183.67,183.76,183.8,183.79,183.75,183.66,183.55
2056,183.44,183.35,183.31,183.38,183.52,183.6,183.65,183.71,183.75,183.78,183.75,183.65
2057,183.54,183.46,183.41,183.4,183.49,183.6,183.67,183.7,183.65,183.6,183.55,183.46
2058,183.37,183.31,183.26,183.27,183.34,183.4,183.51,183.65,183.76,183.83,183.8,183.72
2059,183.6,183.51,183.49,183.54,183.6,183.66,183.73,183.77,183.76,183.75,183.72,183.63
2060,183.54,183.48,183.44,183.49,183.61,183.71,183.76,183.81,183.82,183.79,183.71,183.61
2061,183.54,183.49,183.48,183.56,183.69,183.78,183.86,183.92,183.93,183.91,183.85,183.73
2062,183.61,183.51,183.48,183.51,183.57,183.63,183.69,183.73,183.78,183.91,183.95,183.87
2063,183.8,183.74,183.71,183.72,183.76,183.82,183.88,183.91,183.95,183.96,183.91,183.83
2064,183.77,183.7,183.64,183.65,183.74,183.84,183.91,183.94,183.9,183.81,183.72,183.62
2065,183.52,183.46,183.43,183.46,183.53,183.6,183.64,183.64,183.59,183.55,183.52,183.47
2066,183.4,183.34,183.32,183.33,183.41,183.54,183.63,183.68,183.67,183.6,183.52,183.43
2067,183.36,183.31,183.29,183.31,183.39,183.49,183.56,183.61,183.67,183.68,183.64,183.57
2068,183.48,183.41,183.36,183.38,183.44,183.51,183.62,183.69,183.73,183.78,183.79,183.71
2069,183.59,183.51,183.48,183.52,183.6,183.65,183.68,183.71,183.73,183.68,183.58,183.5
2070,183.44,183.39,183.34,183.37,183.51,183.69,183.81,183.86,183.9,183.96,183.96,183.9
2071,183.84,183.79,183.74,183.75,183.86,183.98,184.07,184.13,184.07,183.95,183.83,183.71
2072,183.62,183.56,183.53,183.58,183.65,183.7,183.75,183.77,183.71,183.64,183.56,183.47
2073,183.39,183.32,183.28,183.31,183.4,183.51,183.57,183.59,183.57,183.51,183.42,183.32
2074,183.23,183.2,183.2,183.23,183.32,183.39,183.43,183.42,183.4,183.36,183.33,183.27
2075,183.18,183.11,183.06,183.13,183.26,183.33,183.38,183.4,183.43,183.45,183.42,183.33
2076,183.25,183.22,183.21,183.26,183.37,183.48,183.56,183.62,183.63,183.63,183.6,183.51
2077,183.42,183.34,183.27,183.29,183.41,183.5,183.55,183.57,183.62,183.65,183.64,183.62
2078,183.56,183.5,183.49,183.57,183.66,183.73,183.8,183.84,183.86,183.83,183.79,183.73
2079,183.61,183.52,183.48,183.46,183.48,183.55,183.61,183.68,183.71,183.63,183.55,183.46
2080,183.37,183.34,183.31,183.33,183.42,183.53,183.65,183.76,183.77,183.71,183.62,183.52
2081,183.45,183.43,183.41,183.43,183.48,183.57,183.65,183.66,183.65,183.6,183.54,183.47
2082,183.41,183.35,183.31,183.33,183.42,183.49,183.54,183.59,183.63,183.61,183.53,183.46
2083,183.39,183.33,183.3,183.35,183.45,183.51,183.54,183.54,183.52,183.44,183.35,183.29
2084,183.22,183.15,183.12,183.18,183.24,183.3,183.37,183.4,183.43,183.46,183.41,183.32
2085,183.26,183.21,183.19,183.19,183.23,183.31,183.38,183.4,183.42,183.5,183.54,183.47
