"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,177.09,177.07,177.09,177.15,177.26,177.36,177.43,177.44,177.42,177.35,177.23,177.11
2022,177.01,177.02,177.04,177.03,177.04,177.07,177.08,177.07,177.01,176.88,176.81,176.76
2023,176.71,176.73,176.77,176.8,176.85,176.9,176.92,176.91,176.85,176.75,176.65,176.54
2024,176.46,176.42,176.42,176.48,176.55,176.58,176.58,176.57,176.54,176.5,176.5,176.48
2025,176.45,176.48,176.52,176.59,176.75,176.93,177.03,177.05,177.01,176.91,176.79,176.66
2026,176.6,176.62,176.6,176.64,176.74,176.79,176.84,176.85,176.83,176.81,176.77,176.74
2027,176.72,176.7,176.74,176.83,176.91,176.97,177,176.99,176.94,176.88,176.83,176.73
2028,176.68,176.65,176.62,176.62,176.65,176.7,176.74,176.75,176.74,176.68,176.6,176.52
2029,176.49,176.5,176.5,176.57,176.68,176.8,176.88,176.89,176.86,176.83,176.79,176.74
2030,176.72,176.75,176.8,176.87,176.93,176.97,176.98,176.97,176.93,176.84,176.74,176.61
2031,176.57,176.6,176.59,176.61,176.65,176.68,176.72,176.74,176.69,176.68,176.65,176.59
2032,176.55,176.5,176.5,176.58,176.67,176.73,176.79,176.82,176.81,176.76,176.69,176.6
2033,176.54,176.54,176.58,176.67,176.87,177.05,177.13,177.15,177.12,177.08,177.06,176.98
2034,176.92,176.9,176.95,177.06,177.23,177.37,177.4,177.43,177.41,177.32,177.22,177.12
2035,177.05,177.03,177.06,177.14,177.24,177.32,177.36,177.38,177.36,177.34,177.35,177.32
2036,177.23,177.19,177.19,177.21,177.28,177.33,177.35,177.35,177.32,177.32,177.29,177.21
2037,177.11,177.05,177.08,177.15,177.2,177.23,177.26,177.25,177.22,177.18,177.11,177.03
2038,176.98,176.94,176.94,177,177.12,177.21,177.23,177.25,177.27,177.28,177.23,177.18
2039,177.15,177.14,177.15,177.2,177.28,177.32,177.36,177.35,177.33,177.31,177.24,177.15
2040,177.08,177.04,177.04,177.09,177.16,177.27,177.32,177.33,177.32,177.27,177.19,177.1
2041,177.02,177.02,177.04,177.13,177.26,177.34,177.39,177.39,177.38,177.33,177.24,177.17
2042,177.1,177.08,177.05,177.13,177.27,177.34,177.39,177.42,177.41,177.42,177.4,177.36
2043,177.32,177.32,177.34,177.4,177.53,177.63,177.7,177.74,177.72,177.64,177.55,177.45
2044,177.37,177.33,177.33,177.38,177.43,177.46,177.47,177.48,177.48,177.43,177.33,177.23
2045,177.14,177.11,177.13,177.23,177.36,177.46,177.54,177.54,177.54,177.54,177.49,177.39
2046,177.32,177.27,177.24,177.27,177.3,177.29,177.28,177.26,177.19,177.12,177.02,176.93
2047,176.9,176.9,176.88,176.88,176.9,176.95,176.98,176.98,176.93,176.84,176.77,176.72
2048,176.7,176.71,176.76,176.85,176.91,176.93,176.92,176.9,176.86,176.79,176.75,176.7
2049,176.66,176.65,176.74,176.86,176.91,176.96,176.97,176.96,177,176.99,176.93,176.86
2050,176.81,176.83,176.92,177.03,177.15,177.24,177.27,177.27,177.22,177.19,177.13,176.99
2051,176.89,176.87,176.91,177.03,177.13,177.16,177.18,177.16,177.07,177,176.96,176.88
2052,176.82,176.79,176.77,176.8,176.88,177,177.05,177.07,177.05,177.05,177.02,176.91
2053,176.86,176.82,176.8,176.84,176.89,176.94,176.97,176.95,176.92,176.88,176.8,176.73
2054,176.68,176.65,176.63,176.68,176.8,176.9,176.95,176.97,176.95,176.9,176.85,176.83
2055,176.79,176.74,176.74,176.78,176.85,176.9,176.92,176.93,176.91,176.9,176.88,176.81
