"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.56,175.6,175.71,175.81,175.83,175.82,175.82,175.78,175.78,175.73,175.68,175.84
2022,175.83,175.8,175.81,175.86,175.92,175.96,175.94,175.88,175.83,175.77,175.67,175.66
2023,175.59,175.65,175.77,175.91,175.91,175.84,175.78,175.71,175.67,175.58,175.47,175.41
2024,175.48,175.54,175.63,175.7,175.7,175.69,175.65,175.6,175.55,175.54,175.49,175.49
2025,175.46,175.56,175.74,175.86,175.88,175.91,175.92,175.89,175.82,175.75,175.68,175.66
2026,175.66,175.71,175.84,176,176.03,175.97,175.89,175.84,175.81,175.8,175.77,175.78
2027,175.76,175.74,175.82,175.89,175.89,175.85,175.83,175.82,175.82,175.79,175.74,175.73
2028,175.66,175.69,175.73,175.78,175.85,175.85,175.85,175.81,175.79,175.76,175.7,175.65
2029,175.62,175.66,175.74,175.83,175.95,175.98,175.98,175.95,175.87,175.83,175.78,175.83
2030,175.84,175.78,175.83,175.9,175.93,175.94,175.93,175.89,175.81,175.75,175.73,175.69
2031,175.64,175.65,175.69,175.79,175.83,175.84,175.83,175.82,175.78,175.71,175.64,175.56
2032,175.48,175.43,175.61,175.72,175.74,175.71,175.68,175.66,175.63,175.61,175.64,175.65
2033,175.64,175.68,175.74,175.8,175.89,176.03,176.11,176.11,176.05,175.94,175.83,175.8
2034,175.76,175.74,175.84,175.91,175.97,175.95,175.9,175.85,175.78,175.69,175.64,175.6
2035,175.49,175.44,175.48,175.52,175.55,175.54,175.55,175.54,175.51,175.44,175.37,175.32
2036,175.26,175.26,175.35,175.45,175.48,175.52,175.52,175.5,175.44,175.36,175.29,175.28
2037,175.24,175.22,175.35,175.47,175.52,175.61,175.63,175.62,175.61,175.55,175.51,175.59
2038,175.55,175.49,175.6,175.69,175.71,175.72,175.72,175.71,175.71,175.7,175.78,175.91
