"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.63,174.61,174.65,174.71,174.79,174.84,174.82,174.78,174.7,174.57,174.5,174.51
2022,174.57,174.59,174.69,174.88,174.93,174.88,174.83,174.73,174.62,174.51,174.4,174.35
2023,174.34,174.44,174.54,174.57,174.56,174.53,174.46,174.38,174.31,174.21,174.13,174.17
2024,174.29,174.35,174.39,174.48,174.6,174.71,174.77,174.68,174.58,174.46,174.35,174.34
2025,174.32,174.32,174.43,174.53,174.55,174.55,174.51,174.48,174.44,174.33,174.2,174.13
2026,174.16,174.19,174.22,174.33,174.39,174.39,174.37,174.33,174.25,174.12,174.04,174.01
2027,173.98,174,174.07,174.16,174.23,174.27,174.28,174.23,174.13,174.06,173.99,173.95
2028,173.99,174.04,174.13,174.29,174.37,174.32,174.25,174.16,174.05,173.93,173.83,173.79
2029,173.8,173.85,174.04,174.25,174.31,174.29,174.26,174.24,174.22,174.33,174.39,174.33
2030,174.32,174.36,174.43,174.52,174.55,174.5,174.42,174.35,174.27,174.17,174.1,174.09
2031,174.12,174.2,174.28,174.36,174.43,174.48,174.46,174.45,174.39,174.28,174.27,174.32
2032,174.31,174.31,174.37,174.5,174.57,174.53,174.5,174.42,174.32,174.21,174.12,174.08
2033,174.16,174.34,174.55,174.65,174.6,174.51,174.41,174.32,174.2,174.09,174.03,174.04
2034,174.07,174.06,174.17,174.31,174.29,174.26,174.25,174.18,174.07,173.92,173.83,173.8
2035,173.92,174.1,174.21,174.32,174.35,174.29,174.22,174.14,174.03,173.91,173.83,173.78
2036,173.87,174.04,174.14,174.16,174.16,174.18,174.16,174.07,173.95,173.81,173.69,173.7
2037,173.8,173.91,174.02,174.12,174.1,174.04,173.99,173.94,173.81,173.68,173.6,173.55
2038,173.56,173.67,173.8,173.91,173.97,173.93,173.88,173.79,173.7,173.6,173.52,173.56
2039,173.66,173.75,173.88,174.01,174.06,174.03,173.96,173.89,173.79,173.68,173.63,173.64
2040,173.65,173.71,173.9,174.22,174.41,174.42,174.37,174.28,174.21,174.11,174.11,174.31
2041,174.46,174.47,174.57,174.69,174.79,174.9,174.87,174.72,174.53,174.37,174.28,174.38
2042,174.53,174.52,174.55,174.64,174.69,174.68,174.63,174.55,174.47,174.43,174.39,174.37
2043,174.41,174.45,174.51,174.61,174.64,174.62,174.6,174.55,174.48,174.38,174.33,174.35
2044,174.36,174.39,174.45,174.5,174.53,174.53,174.5,174.44,174.38,174.31,174.27,174.26
2045,174.26,174.31,174.42,174.51,174.54,174.56,174.55,174.45,174.31,174.21,174.16,174.13
2046,174.16,174.18,174.35,174.56,174.59,174.6,174.62,174.55,174.48,174.43,174.39,174.51
2047,174.57,174.5,174.46,174.47,174.47,174.44,174.39,174.32,174.19,174.05,173.95,173.93
2048,174.02,174.06,174.18,174.38,174.46,174.48,174.49,174.46,174.42,174.31,174.18,174.17
2049,174.18,174.13,174.13,174.16,174.22,174.23,174.19,174.15,174.12,174.06,174.01,174.11
2050,174.2,174.18,174.2,174.31,174.43,174.52,174.53,174.47,174.38,174.27,174.18,174.2
2051,174.25,174.31,174.42,174.54,174.71,174.77,174.71,174.61,174.5,174.45,174.4,174.37
2052,174.35,174.34,174.42,174.52,174.58,174.63,174.6,174.53,174.47,174.38,174.29,174.28
2053,174.3,174.29,174.35,174.43,174.45,174.42,174.34,174.29,174.22,174.14,174.1,174.18
2054,174.24,174.2,174.19,174.24,174.34,174.4,174.37,174.31,174.26,174.22,174.27,174.37
2055,174.35,174.32,174.38,174.49,174.53,174.52,174.5,174.45,174.35,174.2,174.09,174.06
2056,174.04,174.05,174.11,174.27,174.47,174.58,174.61,174.52,174.4,174.26,174.14,174.14
2057,174.29,174.44,174.57,174.62,174.58,174.55,174.5,174.41,174.33,174.24,174.16,174.15
2058,174.23,174.34,174.47,174.58,174.62,174.6,174.55,174.5,174.4,174.32,174.3,174.38
2059,174.44,174.42,174.43,174.47,174.56,174.6,174.55,174.45,174.34,174.24,174.2,174.2
2060,174.35,174.46,174.58,174.7,174.7,174.69,174.66,174.59,174.45,174.34,174.25,174.18
2061,174.35,174.51,174.59,174.69,174.83,174.93,174.86,174.75,174.63,174.52,174.42,174.41
2062,174.41,174.35,174.4,174.48,174.46,174.42,174.37,174.33,174.27,174.18,174.17,174.27
2063,174.29,174.27,174.33,174.42,174.44,174.46,174.57,174.58,174.52,174.45,174.33,174.44
2064,174.57,174.62,174.73,174.8,174.94,175.07,175.01,174.89,174.77,174.64,174.52,174.62
2065,174.69,174.61,174.65,174.67,174.68,174.68,174.69,174.68,174.58,174.51,174.56,174.61
2066,174.58,174.55,174.65,174.77,174.78,174.73,174.66,174.59,174.49,174.4,174.32,174.25
2067,174.25,174.35,174.42,174.47,174.59,174.67,174.73,174.71,174.59,174.45,174.46,174.55
2068,174.55,174.69,174.92,175,174.96,174.89,174.82,174.76,174.72,174.63,174.57,174.62
2069,174.73,174.79,174.89,175.02,175.02,174.98,174.93,174.86,174.74,174.56,174.44,174.38
2070,174.31,174.37,174.51,174.6,174.66,174.71,174.69,174.63,174.53,174.38,174.27,174.26
2071,174.29,174.51,174.71,174.76,174.77,174.71,174.62,174.49,174.42,174.37,174.36,174.47
2072,174.54,174.6,174.7,174.83,174.87,174.85,174.83,174.75,174.63,174.48,174.35,174.32
2073,174.32,174.29,174.38,174.49,174.55,174.66,174.7,174.63,174.55,174.45,174.37,174.42
2074,174.47,174.52,174.67,174.81,174.9,174.93,174.88,174.8,174.73,174.62,174.53,174.53
2075,174.5,174.51,174.53,174.52,174.52,174.55,174.54,174.46,174.36,174.22,174.1,174.07
2076,174.18,174.26,174.25,174.31,174.52,174.66,174.63,174.56,174.46,174.32,174.16,174.1
2077,174.08,174.09,174.2,174.34,174.65,174.9,174.9,174.8,174.69,174.57,174.47,174.48
2078,174.54,174.52,174.52,174.56,174.6,174.65,174.66,174.6,174.51,174.41,174.33,174.31
2079,174.34,174.35,174.42,174.5,174.53,174.52,174.48,174.4,174.32,174.26,174.3,174.43
2080,174.48,174.51,174.54,174.59,174.63,174.6,174.57,174.5,174.38,174.22,174.08,174.01
