"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.53,183.47,183.45,183.52,183.67,183.77,183.83,183.9,183.89,183.85,183.83,183.78
2022,183.71,183.64,183.63,183.69,183.78,183.84,183.88,183.91,183.9,183.87,183.81,183.72
2023,183.67,183.64,183.62,183.62,183.71,183.82,183.87,183.88,183.87,183.77,183.66,183.56
2024,183.47,183.41,183.38,183.38,183.47,183.59,183.64,183.69,183.7,183.68,183.62,183.51
2025,183.43,183.44,183.49,183.52,183.57,183.66,183.73,183.76,183.74,183.66,183.57,183.48
2026,183.42,183.38,183.35,183.36,183.43,183.51,183.55,183.55,183.54,183.5,183.42,183.33
2027,183.24,183.21,183.23,183.25,183.31,183.39,183.52,183.6,183.58,183.54,183.49,183.42
2028,183.35,183.32,183.32,183.33,183.46,183.59,183.64,183.64,183.58,183.49,183.41,183.31
2029,183.22,183.16,183.13,183.21,183.35,183.44,183.5,183.58,183.65,183.68,183.7,183.7
2030,183.63,183.54,183.51,183.56,183.66,183.73,183.78,183.83,183.88,183.87,183.79,183.7
2031,183.62,183.55,183.5,183.52,183.6,183.69,183.81,183.89,183.9,183.87,183.79,183.69
2032,183.61,183.54,183.49,183.5,183.64,183.76,183.82,183.93,183.97,183.92,183.85,183.75
2033,183.65,183.58,183.54,183.54,183.57,183.66,183.77,183.82,183.83,183.8,183.72,183.62
2034,183.51,183.41,183.37,183.37,183.4,183.47,183.55,183.56,183.53,183.5,183.45,183.35
2035,183.26,183.19,183.16,183.17,183.24,183.32,183.41,183.48,183.49,183.55,183.59,183.54
2036,183.46,183.4,183.38,183.43,183.51,183.59,183.64,183.68,183.67,183.62,183.56,183.47
2037,183.38,183.34,183.33,183.41,183.58,183.7,183.81,183.91,183.89,183.82,183.79,183.74
2038,183.65,183.6,183.57,183.59,183.67,183.75,183.78,183.77,183.78,183.72,183.66,183.6
2039,183.49,183.41,183.42,183.47,183.55,183.63,183.68,183.7,183.67,183.59,183.52,183.41
2040,183.3,183.26,183.22,183.21,183.28,183.4,183.52,183.57,183.58,183.56,183.51,183.42
2041,183.34,183.26,183.18,183.16,183.28,183.42,183.47,183.48,183.46,183.44,183.42,183.36
2042,183.28,183.21,183.18,183.17,183.19,183.23,183.29,183.3,183.32,183.35,183.34,183.28
2043,183.21,183.16,183.15,183.24,183.3,183.34,183.44,183.53,183.56,183.52,183.47,183.43
2044,183.37,183.3,183.27,183.29,183.36,183.43,183.5,183.51,183.46,183.44,183.41,183.34
2045,183.28,183.22,183.18,183.21,183.3,183.4,183.5,183.58,183.6,183.55,183.49,183.42
2046,183.36,183.29,183.25,183.3,183.45,183.61,183.69,183.71,183.7,183.69,183.66,183.56
2047,183.45,183.38,183.35,183.36,183.42,183.51,183.59,183.62,183.62,183.58,183.56,183.5
2048,183.4,183.36,183.39,183.46,183.56,183.64,183.69,183.73,183.74,183.69,183.63,183.56
2049,183.45,183.37,183.38,183.44,183.57,183.68,183.7,183.73,183.74,183.67,183.55,183.44
2050,183.35,183.29,183.28,183.35,183.49,183.6,183.64,183.66,183.67,183.63,183.61,183.6
2051,183.56,183.54,183.55,183.56,183.63,183.7,183.75,183.8,183.8,183.76,183.72,183.65
2052,183.56,183.49,183.47,183.51,183.62,183.78,183.91,183.97,183.98,183.95,183.92,183.88
2053,183.82,183.76,183.75,183.77,183.82,183.88,183.92,183.91,183.87,183.81,183.74,183.67
2054,183.57,183.47,183.41,183.41,183.5,183.57,183.61,183.63,183.65,183.66,183.6,183.5
2055,183.41,183.37,183.37,183.43,183.52,183.59,183.66,183.68,183.64,183.59,183.55,183.46
2056,183.38,183.33,183.33,183.36,183.41,183.47,183.52,183.53,183.53,183.53,183.5,183.44
2057,183.35,183.26,183.2,183.24,183.32,183.37,183.4,183.43,183.45,183.42,183.37,183.28
2058,183.17,183.11,183.09,183.13,183.2,183.27,183.33,183.38,183.4,183.42,183.44,183.37
2059,183.25,183.16,183.14,183.2,183.35,183.48,183.58,183.66,183.62,183.5,183.37,183.27
2060,183.18,183.13,183.13,183.18,183.24,183.32,183.42,183.48,183.47,183.44,183.38,183.31
2061,183.25,183.22,183.2,183.18,183.21,183.3,183.37,183.37,183.33,183.25,183.2,183.14
2062,183.05,183.05,183.08,183.19,183.34,183.47,183.56,183.58,183.57,183.53,183.47,183.4
2063,183.32,183.24,183.19,183.22,183.3,183.35,183.39,183.44,183.49,183.49,183.47,183.42
2064,183.34,183.29,183.28,183.35,183.43,183.49,183.57,183.6,183.58,183.53,183.49,183.44
2065,183.36,183.31,183.28,183.34,183.49,183.64,183.72,183.76,183.73,183.63,183.53,183.41
2066,183.3,183.27,183.28,183.33,183.43,183.55,183.62,183.62,183.61,183.58,183.52,183.43
2067,183.35,183.31,183.28,183.31,183.42,183.51,183.56,183.55,183.53,183.51,183.48,183.44
2068,183.36,183.33,183.33,183.34,183.43,183.55,183.6,183.63,183.63,183.6,183.53,183.44
2069,183.36,183.33,183.33,183.35,183.44,183.56,183.65,183.69,183.69,183.65,183.59,183.5
2070,183.41,183.37,183.35,183.38,183.46,183.56,183.62,183.64,183.65,183.66,183.64,183.57
2071,183.48,183.42,183.44,183.5,183.61,183.7,183.78,183.89,183.93,183.95,183.92,183.85
2072,183.78,183.72,183.73,183.8,183.89,183.97,183.99,183.99,183.94,183.88,183.84,183.78
2073,183.67,183.61,183.59,183.6,183.67,183.76,183.82,183.84,183.81,183.76,183.71,183.62
2074,183.54,183.53,183.56,183.59,183.65,183.73,183.77,183.78,183.74,183.71,183.68,183.58
2075,183.47,183.38,183.36,183.41,183.47,183.55,183.62,183.68,183.71,183.65,183.56,183.44
