"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.55,175.55,175.67,175.75,175.77,175.77,175.74,175.7,175.63,175.55,175.48,175.45
2022,175.39,175.44,175.52,175.55,175.54,175.51,175.47,175.41,175.36,175.33,175.29,175.28
2023,175.29,175.28,175.33,175.42,175.46,175.47,175.46,175.44,175.4,175.4,175.35,175.33
2024,175.48,175.45,175.51,175.56,175.59,175.6,175.62,175.6,175.6,175.63,175.69,175.72
2025,175.8,175.79,175.82,175.89,175.97,176.02,176,175.95,175.87,175.83,175.82,175.8
2026,175.78,175.76,175.9,176.01,176.05,176.06,176.05,176,175.97,175.94,175.93,175.95
2027,175.95,175.89,175.91,175.97,176.06,176.12,176.14,176.12,176.03,175.99,175.98,175.96
2028,175.98,176.02,176.14,176.18,176.23,176.26,176.25,176.18,176.08,175.96,175.9,175.82
2029,175.76,175.75,175.79,175.87,175.95,175.99,175.95,175.92,175.88,175.82,175.77,175.72
2030,175.65,175.59,175.66,175.74,175.82,175.84,175.83,175.78,175.76,175.68,175.6,175.53
2031,175.54,175.6,175.74,175.81,175.86,175.87,175.85,175.81,175.71,175.59,175.49,175.44
2032,175.38,175.4,175.46,175.54,175.57,175.7,175.77,175.71,175.71,175.67,175.57,175.51
2033,175.46,175.45,175.54,175.65,175.67,175.68,175.67,175.64,175.59,175.54,175.54,175.51
2034,175.51,175.47,175.56,175.66,175.67,175.67,175.67,175.65,175.57,175.47,175.43,175.38
2035,175.33,175.35,175.56,175.6,175.64,175.62,175.58,175.55,175.52,175.48,175.5,175.6
2036,175.68,175.7,175.79,175.82,175.83,175.78,175.72,175.65,175.57,175.5,175.45,175.5
2037,175.43,175.39,175.53,175.58,175.59,175.56,175.52,175.48,175.44,175.42,175.4,175.33
2038,175.25,175.25,175.36,175.45,175.6,175.65,175.65,175.59,175.51,175.41,175.34,175.29
2039,175.25,175.29,175.41,175.57,175.7,175.74,175.72,175.68,175.62,175.56,175.49,175.47
2040,175.47,175.48,175.49,175.56,175.62,175.61,175.58,175.55,175.48,175.43,175.43,175.4
2041,175.44,175.47,175.54,175.62,175.7,175.71,175.69,175.68,175.62,175.53,175.43,175.4
2042,175.33,175.29,175.32,175.39,175.44,175.49,175.51,175.47,175.41,175.35,175.29,175.27
2043,175.25,175.29,175.33,175.37,175.43,175.45,175.42,175.36,175.3,175.22,175.21,175.23
2044,175.17,175.13,175.23,175.33,175.42,175.44,175.42,175.4,175.36,175.3,175.23,175.14
2045,175.07,175.09,175.21,175.35,175.39,175.49,175.54,175.5,175.43,175.32,175.23,175.32
2046,175.37,175.41,175.51,175.52,175.6,175.62,175.58,175.5,175.41,175.31,175.23,175.21
2047,175.24,175.2,175.29,175.46,175.55,175.55,175.56,175.57,175.5,175.47,175.42,175.38
2048,175.34,175.32,175.47,175.62,175.7,175.77,175.79,175.76,175.74,175.73,175.68,175.66
2049,175.64,175.67,175.74,175.81,175.94,176.01,175.98,175.92,175.86,175.8,175.79,175.75
2050,175.69,175.88,176,176.08,176.08,176.04,176.01,175.95,175.87,175.76,175.63,175.54
2051,175.5,175.51,175.63,175.78,175.82,175.85,175.86,175.86,175.87,175.81,175.73,175.75
2052,175.73,175.66,175.79,175.87,175.89,175.88,175.83,175.78,175.72,175.69,175.67,175.66
2053,175.61,175.58,175.66,175.83,175.92,175.94,175.92,175.86,175.8,175.8,175.77,175.71
2054,175.65,175.66,175.83,175.95,175.97,175.93,175.84,175.81,175.76,175.73,175.72,175.78
2055,175.72,175.69,175.77,175.84,175.86,175.82,175.78,175.76,175.71,175.68,175.64,175.6
2056,175.72,175.7,175.77,175.8,175.8,175.78,175.73,175.68,175.61,175.54,175.51,175.67
2057,175.62,175.61,175.75,175.91,175.84,175.79,175.75,175.72,175.73,175.73,175.72,175.69
2058,175.64,175.72,175.84,175.93,176.04,176.04,176.04,176.02,175.97,175.88,175.86,175.83
2059,175.8,175.8,175.9,176.05,176.15,176.11,176.04,175.97,175.89,175.81,175.72,175.7
2060,175.68,175.7,175.83,175.89,175.93,175.94,175.99,175.98,175.93,175.93,175.9,175.9
2061,175.86,175.87,175.92,175.97,176,176,175.99,175.92,175.82,175.74,175.64,175.61
2062,175.66,175.63,175.79,175.82,175.81,175.76,175.72,175.7,175.67,175.71,175.74,175.7
2063,175.64,175.59,175.69,175.78,175.79,175.74,175.68,175.63,175.56,175.5,175.43,175.35
2064,175.34,175.31,175.39,175.48,175.58,175.63,175.62,175.59,175.55,175.5,175.52,175.51
2065,175.48,175.52,175.68,175.78,175.84,175.87,175.86,175.82,175.74,175.65,175.59,175.64
2066,175.61,175.54,175.57,175.62,175.62,175.61,175.58,175.52,175.46,175.45,175.43,175.4
2067,175.36,175.46,175.66,175.82,175.89,175.95,175.96,175.93,175.84,175.75,175.7,175.7
2068,175.7,175.71,175.79,175.87,175.97,176.04,176.07,176.06,176.02,175.98,175.9,175.9
2069,175.84,175.77,175.82,175.92,175.94,175.95,175.94,175.92,175.87,175.8,175.75,175.7
2070,175.7,175.71,175.85,175.99,176.06,176.09,176.14,176.14,176.08,176.04,176.09,176.16
2071,176.2,176.14,176.14,176.15,176.18,176.2,176.16,176.13,176.05,175.94,175.86,175.86
2072,175.83,175.83,175.98,176.08,176.11,176.11,176.09,176.03,175.98,175.97,176.09,176.17
2073,176.11,176.01,176.02,176.13,176.15,176.13,176.1,176.05,175.96,175.88,175.83,175.84
2074,175.85,175.78,175.77,175.84,175.84,175.84,175.82,175.78,175.74,175.71,175.66,175.62
2075,175.57,175.69,175.96,176.05,176.07,176.03,175.98,176,175.98,175.87,175.79,175.83
2076,175.8,175.78,175.75,175.75,175.77,175.76,175.72,175.66,175.57,175.47,175.38,175.31
2077,175.28,175.33,175.45,175.57,175.64,175.62,175.58,175.53,175.47,175.4,175.35,175.3
2078,175.23,175.14,175.18,175.22,175.21,175.2,175.15,175.08,175.05,175.07,175.3,175.39
2079,175.28,175.27,175.35,175.39,175.42,175.43,175.41,175.39,175.36,175.35,175.33,175.42
2080,175.36,175.34,175.43,175.54,175.58,175.58,175.57,175.55,175.51,175.47,175.49,175.49
2081,175.54,175.53,175.71,175.74,175.77,175.8,175.79,175.76,175.7,175.62,175.6,175.58
2082,175.59,175.61,175.7,175.76,175.77,175.71,175.68,175.61,175.59,175.55,175.46,175.4
2083,175.34,175.32,175.45,175.68,175.76,175.81,175.86,175.86,175.82,175.77,175.75,175.7
