"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.66,174.68,174.75,174.89,174.97,174.92,174.89,174.81,174.7,174.6,174.5,174.45
2022,174.53,174.61,174.63,174.66,174.71,174.77,174.76,174.71,174.59,174.44,174.36,174.35
2023,174.37,174.4,174.45,174.56,174.61,174.61,174.63,174.59,174.5,174.36,174.34,174.35
2024,174.31,174.43,174.53,174.54,174.54,174.49,174.46,174.4,174.3,174.16,174.05,174.08
2025,174.15,174.15,174.2,174.33,174.46,174.52,174.52,174.49,174.42,174.28,174.16,174.11
2026,174.12,174.13,174.2,174.33,174.36,174.31,174.25,174.22,174.18,174.11,174.04,174.04
2027,174.05,174.09,174.2,174.33,174.39,174.36,174.34,174.3,174.28,174.23,174.15,174.12
2028,174.11,174.15,174.27,174.38,174.45,174.47,174.45,174.4,174.32,174.2,174.08,174.04
2029,174.03,174.08,174.18,174.26,174.33,174.36,174.39,174.36,174.25,174.14,174.04,174.03
2030,174.01,174.11,174.23,174.25,174.31,174.34,174.32,174.24,174.11,174.01,173.94,173.92
2031,174.1,174.23,174.36,174.51,174.51,174.47,174.44,174.36,174.25,174.14,174.09,174.12
2032,174.12,174.19,174.4,174.57,174.73,174.79,174.77,174.68,174.6,174.47,174.34,174.3
2033,174.27,174.31,174.43,174.57,174.64,174.59,174.52,174.39,174.23,174.1,174.03,174.04
2034,174.08,174.11,174.29,174.5,174.56,174.6,174.59,174.53,174.44,174.32,174.24,174.24
2035,174.28,174.3,174.3,174.32,174.43,174.54,174.52,174.45,174.35,174.19,174.06,174.06
2036,174.18,174.27,174.28,174.34,174.41,174.44,174.41,174.39,174.32,174.21,174.18,174.18
2037,174.18,174.16,174.18,174.27,174.32,174.36,174.45,174.42,174.32,174.19,174.11,174.11
2038,174.12,174.15,174.27,174.45,174.59,174.72,174.73,174.59,174.45,174.33,174.22,174.19
2039,174.19,174.21,174.32,174.44,174.48,174.44,174.39,174.32,174.23,174.1,173.97,173.91
2040,173.9,173.95,174.04,174.12,174.14,174.12,174.09,174.07,174.01,173.89,173.88,173.96
2041,173.96,173.96,174.04,174.17,174.22,174.21,174.2,174.11,174.02,173.92,173.86,173.9
2042,173.97,174.02,174.1,174.22,174.28,174.3,174.34,174.3,174.23,174.14,174.06,174.03
2043,174.05,174.14,174.24,174.31,174.36,174.36,174.33,174.26,174.18,174.09,174.03,174
2044,174.04,174.08,174.18,174.35,174.4,174.41,174.39,174.39,174.39,174.31,174.21,174.26
2045,174.45,174.5,174.48,174.53,174.52,174.48,174.46,174.4,174.31,174.22,174.13,174.1
2046,174.11,174.12,174.17,174.22,174.26,174.27,174.24,174.2,174.14,174.04,173.98,174.05
2047,174.15,174.18,174.27,174.38,174.37,174.3,174.22,174.14,174.04,173.93,173.83,173.8
2048,173.84,173.92,174.04,174.16,174.17,174.13,174.1,174.06,173.98,173.82,173.73,173.68
2049,173.7,173.76,173.82,173.9,173.97,174.02,174,173.95,173.87,173.78,173.75,173.83
2050,173.94,173.97,174,174.05,174.07,174.04,173.97,173.91,173.86,173.76,173.72,173.84
2051,173.92,174.11,174.38,174.47,174.42,174.31,174.21,174.07,173.93,173.75,173.6,173.53
2052,173.49,173.55,173.66,173.74,173.8,173.85,173.88,173.88,173.82,173.72,173.66,173.67
2053,173.69,173.73,173.84,173.99,174.03,173.97,173.9,173.82,173.74,173.65,173.63,173.7
2054,173.77,173.77,173.84,173.99,174.04,173.98,173.93,173.86,173.74,173.62,173.57,173.55
2055,173.76,173.98,173.98,174.07,174.14,174.13,174.1,174.01,173.92,173.81,173.74,173.74
2056,173.72,173.7,173.74,173.83,173.86,173.88,173.88,173.81,173.69,173.56,173.46,173.42
2057,173.5,173.6,173.66,173.75,173.81,173.83,173.8,173.77,173.71,173.59,173.55,173.6
2058,173.63,173.68,173.81,173.93,173.98,174.02,174,173.93,173.85,173.79,173.77,173.83
