"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.53,183.45,183.41,183.44,183.52,183.59,183.63,183.68,183.69,183.65,183.59,183.5
2022,183.4,183.35,183.35,183.36,183.44,183.55,183.61,183.65,183.64,183.6,183.55,183.5
2023,183.42,183.37,183.34,183.34,183.41,183.48,183.54,183.62,183.63,183.56,183.49,183.42
2024,183.33,183.29,183.26,183.28,183.41,183.56,183.63,183.66,183.66,183.65,183.62,183.55
2025,183.47,183.4,183.35,183.38,183.47,183.52,183.57,183.66,183.74,183.73,183.69,183.64
2026,183.54,183.46,183.41,183.42,183.47,183.54,183.58,183.6,183.59,183.55,183.51,183.44
2027,183.32,183.27,183.25,183.27,183.36,183.46,183.52,183.58,183.64,183.64,183.62,183.57
2028,183.5,183.44,183.4,183.42,183.52,183.61,183.66,183.71,183.74,183.72,183.68,183.62
2029,183.52,183.46,183.42,183.41,183.5,183.62,183.65,183.65,183.62,183.58,183.54,183.48
2030,183.4,183.34,183.3,183.3,183.37,183.44,183.5,183.55,183.54,183.48,183.4,183.33
2031,183.27,183.23,183.25,183.32,183.39,183.49,183.58,183.6,183.61,183.58,183.52,183.48
2032,183.42,183.36,183.34,183.37,183.43,183.53,183.59,183.6,183.61,183.6,183.58,183.51
2033,183.41,183.35,183.32,183.38,183.49,183.58,183.67,183.71,183.72,183.71,183.67,183.6
2034,183.51,183.43,183.38,183.38,183.39,183.41,183.46,183.49,183.5,183.45,183.35,183.28
2035,183.22,183.15,183.12,183.16,183.24,183.36,183.47,183.52,183.52,183.52,183.47,183.38
2036,183.31,183.28,183.29,183.31,183.4,183.5,183.56,183.59,183.61,183.59,183.54,183.46
2037,183.37,183.31,183.3,183.36,183.44,183.53,183.57,183.59,183.58,183.56,183.55,183.5
2038,183.41,183.34,183.28,183.27,183.32,183.37,183.4,183.41,183.43,183.46,183.42,183.31
2039,183.21,183.16,183.12,183.14,183.22,183.3,183.38,183.43,183.43,183.41,183.38,183.32
2040,183.23,183.18,183.19,183.26,183.35,183.46,183.53,183.54,183.53,183.48,183.42,183.36
2041,183.3,183.28,183.29,183.31,183.39,183.46,183.52,183.57,183.58,183.54,183.51,183.44
2042,183.32,183.25,183.24,183.24,183.3,183.38,183.4,183.4,183.4,183.4,183.37,183.34
2043,183.27,183.22,183.23,183.26,183.37,183.53,183.61,183.61,183.56,183.48,183.42,183.34
2044,183.26,183.21,183.18,183.15,183.22,183.31,183.47,183.57,183.55,183.49,183.4,183.3
2045,183.18,183.12,183.1,183.11,183.15,183.24,183.38,183.47,183.52,183.49,183.45,183.38
2046,183.29,183.25,183.26,183.29,183.37,183.46,183.49,183.5,183.5,183.45,183.4,183.35
2047,183.27,183.21,183.18,183.22,183.31,183.39,183.43,183.47,183.5,183.48,183.44,183.37
2048,183.29,183.24,183.22,183.26,183.36,183.44,183.57,183.66,183.63,183.6,183.55,183.48
