"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,177.08,177.03,177,177.04,177.16,177.28,177.35,177.35,177.28,177.23,177.2,177.19
2022,177.15,177.09,177.09,177.18,177.28,177.35,177.37,177.37,177.38,177.42,177.48,177.46
2023,177.42,177.37,177.38,177.43,177.45,177.48,177.48,177.44,177.37,177.32,177.3,177.24
2024,177.18,177.15,177.16,177.21,177.28,177.34,177.37,177.32,177.27,177.23,177.17,177.13
2025,177.09,177.1,177.13,177.22,177.37,177.49,177.56,177.54,177.52,177.54,177.55,177.48
2026,177.41,177.38,177.35,177.36,177.4,177.44,177.42,177.39,177.36,177.31,177.26,177.18
2027,177.12,177.09,177.05,177.07,177.12,177.16,177.16,177.13,177.07,176.98,176.89,176.78
2028,176.72,176.72,176.75,176.8,176.83,176.83,176.78,176.73,176.67,176.62,176.57,176.51
2029,176.46,176.45,176.48,176.53,176.58,176.59,176.61,176.65,176.71,176.79,176.82,176.77
2030,176.72,176.7,176.69,176.73,176.83,176.89,176.88,176.86,176.81,176.74,176.69,176.64
2031,176.59,176.55,176.56,176.65,176.81,176.95,177.02,177.03,177.04,177.05,177.01,176.96
2032,176.91,176.85,176.88,177.01,177.09,177.09,177.07,177.07,177.04,177.01,176.98,176.92
2033,176.86,176.82,176.83,176.87,176.89,176.91,176.9,176.87,176.84,176.81,176.76,176.67
2034,176.58,176.53,176.53,176.57,176.62,176.67,176.67,176.64,176.65,176.65,176.59,176.5
2035,176.42,176.37,176.4,176.5,176.61,176.66,176.68,176.66,176.61,176.57,176.52,176.42
2036,176.36,176.37,176.38,176.4,176.43,176.51,176.58,176.55,176.46,176.37,176.3,176.2
2037,176.16,176.13,176.1,176.16,176.24,176.26,176.29,176.26,176.21,176.19,176.15,176.1
2038,176.04,176,175.99,176.07,176.2,176.27,176.31,176.35,176.33,176.32,176.33,176.31
2039,176.25,176.18,176.16,176.18,176.22,176.26,176.28,176.26,176.22,176.19,176.14,176.06
2040,176.03,176.04,176.04,176.08,176.17,176.23,176.27,176.29,176.29,176.24,176.19,176.14
2041,176.11,176.08,176.08,176.15,176.27,176.35,176.39,176.42,176.4,176.39,176.39,176.34
2042,176.25,176.23,176.24,176.27,176.35,176.46,176.52,176.54,176.62,176.64,176.57,176.49
2043,176.43,176.45,176.46,176.52,176.66,176.81,176.88,176.89,176.85,176.8,176.77,176.74
2044,176.71,176.68,176.64,176.66,176.76,176.83,176.86,176.87,176.87,176.85,176.81,176.74
2045,176.7,176.71,176.75,176.82,176.89,177,177.06,177.05,176.99,176.96,176.95,176.91
2046,176.86,176.83,176.83,176.85,176.94,177.01,177,176.97,176.95,176.93,176.85,176.75
2047,176.68,176.63,176.6,176.62,176.68,176.72,176.73,176.71,176.67,176.62,176.59,176.53
2048,176.51,176.57,176.72,176.85,176.97,177.09,177.12,177.12,177.12,177.1,177.02,176.93
2049,176.87,176.81,176.78,176.85,176.97,177.01,177,176.97,176.95,176.92,176.84,176.71
2050,176.6,176.55,176.53,176.59,176.69,176.78,176.87,176.89,176.89,176.9,176.86,176.81
2051,176.74,176.72,176.74,176.81,176.85,176.86,176.84,176.79,176.76,176.74,176.72,176.62
2052,176.53,176.49,176.48,176.55,176.66,176.73,176.74,176.74,176.77,176.81,176.8,176.75
2053,176.71,176.69,176.65,176.64,176.67,176.7,176.7,176.69,176.69,176.72,176.72,176.67
2054,176.6,176.55,176.53,176.56,176.64,176.67,176.65,176.64,176.59,176.47,176.38,176.28
2055,176.2,176.17,176.18,176.25,176.3,176.28,176.26,176.25,176.25,176.26,176.25,176.26
2056,176.23,176.18,176.14,176.15,176.18,176.2,176.19,176.16,176.14,176.1,176.06,175.96
2057,175.9,175.91,175.94,176.01,176.13,176.23,176.29,176.32,176.33,176.29,176.24,176.2
2058,176.17,176.14,176.14,176.2,176.28,176.31,176.32,176.31,176.29,176.26,176.22,176.15
2059,176.09,176.08,176.06,176.05,176.08,176.09,176.07,176.03,176.01,175.97,175.92,175.88
2060,175.84,175.79,175.77,175.81,175.95,176.12,176.24,176.3,176.28,176.23,176.18,176.13
2061,176.11,176.09,176.07,176.12,176.28,176.45,176.52,176.51,176.5,176.5,176.48,176.45
2062,176.41,176.43,176.47,176.53,176.64,176.76,176.82,176.84,176.83,176.81,176.78,176.75
2063,176.72,176.71,176.75,176.87,176.95,176.96,176.94,176.93,176.9,176.85,176.79,176.7
2064,176.63,176.61,176.61,176.69,176.81,176.88,176.89,176.84,176.74,176.68,176.67,176.61
2065,176.52,176.47,176.46,176.51,176.6,176.67,176.69,176.68,176.7,176.72,176.66,176.6
2066,176.58,176.61,176.65,176.68,176.72,176.75,176.76,176.77,176.78,176.74,176.67,176.65
2067,176.66,176.66,176.67,176.72,176.82,176.91,176.95,176.94,176.92,176.88,176.79,176.67
2068,176.6,176.58,176.57,176.59,176.6,176.61,176.59,176.56,176.53,176.48,176.42,176.38
2069,176.38,176.37,176.35,176.4,176.45,176.46,176.46,176.44,176.41,176.43,176.44,176.39
2070,176.32,176.27,176.24,176.28,176.33,176.39,176.42,176.39,176.41,176.49,176.47,176.32
2071,176.21,176.19,176.18,176.2,176.28,176.36,176.4,176.41,176.38,176.31,176.25,176.17
2072,176.1,176.04,175.99,176,176.05,176.13,176.21,176.21,176.22,176.22,176.14,176.1
2073,176.07,176.06,176.1,176.19,176.23,176.21,176.18,176.15,176.11,176.08,176.06,176.01
2074,175.96,175.94,175.97,176.05,176.19,176.33,176.41,176.42,176.42,176.39,176.34,176.29
2075,176.24,176.22,176.2,176.24,176.31,176.33,176.35,176.39,176.4,176.36,176.29,176.19
2076,176.12,176.11,176.15,176.26,176.33,176.36,176.37,176.36,176.35,176.34,176.29,176.21
2077,176.11,176.05,176.12,176.23,176.27,176.32,176.35,176.32,176.27,176.22,176.16,176.12
2078,176.07,176.03,176.02,176.04,176.06,176.04,176.04,176.05,176.06,176.06,176.03,175.99
2079,175.95,175.94,175.94,176.03,176.18,176.3,176.37,176.37,176.34,176.34,176.32,176.24
2080,176.2,176.23,176.25,176.29,176.39,176.47,176.5,176.52,176.52,176.48,176.42,176.33
2081,176.22,176.17,176.19,176.25,176.32,176.38,176.42,176.44,176.44,176.4,176.34,176.28
2082,176.22,176.18,176.22,176.34,176.46,176.56,176.62,176.63,176.62,176.58,176.51,176.41
2083,176.37,176.41,176.44,176.51,176.6,176.67,176.69,176.69,176.67,176.59,176.49,176.4
2084,176.32,176.25,176.2,176.2,176.27,176.33,176.35,176.37,176.37,176.28,176.17,176.05
2085,176,176,176.01,176.07,176.15,176.21,176.24,176.24,176.21,176.31,176.45,176.42
2086,176.36,176.37,176.39,176.51,176.69,176.81,176.92,176.95,176.98,176.98,176.96,176.92
2087,176.82,176.75,176.73,176.81,176.92,176.99,177.05,177.08,177.07,177.03,176.96,176.9
2088,176.85,176.81,176.82,176.88,176.95,177.03,177.08,177.05,177,176.97,176.89,176.82
2089,176.82,176.84,176.84,176.92,177.09,177.23,177.27,177.26,177.19,177.12,177.1,177.02
2090,176.94,176.92,176.9,176.92,176.97,177,177.01,177.01,176.96,176.94,176.96,176.95
