"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,177.08,177.03,177.06,177.19,177.32,177.36,177.37,177.36,177.3,177.26,177.23,177.18
2022,177.13,177.11,177.14,177.19,177.28,177.37,177.4,177.39,177.36,177.29,177.23,177.16
2023,177.13,177.17,177.17,177.2,177.3,177.36,177.35,177.29,177.23,177.2,177.16,177.09
2024,177.04,177.02,177.12,177.26,177.36,177.41,177.42,177.44,177.46,177.49,177.48,177.43
2025,177.4,177.38,177.36,177.43,177.52,177.53,177.55,177.55,177.49,177.39,177.28,177.15
2026,177.03,176.99,176.99,177.05,177.16,177.27,177.31,177.31,177.32,177.31,177.25,177.18
2027,177.13,177.12,177.13,177.15,177.22,177.28,177.3,177.27,177.21,177.11,177.01,176.95
2028,176.89,176.82,176.81,176.86,176.94,177.01,177.03,177.03,177,176.95,176.89,176.8
2029,176.68,176.6,176.57,176.59,176.63,176.67,176.72,176.75,176.74,176.7,176.63,176.55
2030,176.52,176.54,176.57,176.63,176.69,176.76,176.82,176.84,176.79,176.71,176.6,176.5
2031,176.42,176.37,176.36,176.39,176.43,176.47,176.5,176.51,176.5,176.43,176.35,176.27
2032,176.2,176.18,176.24,176.36,176.45,176.5,176.53,176.56,176.57,176.61,176.61,176.59
2033,176.6,176.59,176.6,176.66,176.8,176.98,177.15,177.19,177.19,177.2,177.22,177.22
2034,177.17,177.11,177.07,177.1,177.19,177.26,177.3,177.3,177.27,177.25,177.22,177.14
2035,177.07,177.05,177.07,177.12,177.21,177.31,177.39,177.38,177.34,177.3,177.24,177.2
2036,177.14,177.07,177.02,177.04,177.13,177.19,177.22,177.19,177.16,177.18,177.18,177.1
2037,177.07,177.05,177.07,177.17,177.31,177.44,177.46,177.43,177.37,177.28,177.2,177.12
2038,177.04,177.04,177.09,177.13,177.22,177.35,177.41,177.39,177.31,177.24,177.14,177.06
2039,176.97,176.89,176.87,176.9,176.91,176.91,176.9,176.86,176.79,176.77,176.75,176.7
2040,176.69,176.71,176.73,176.8,176.87,176.92,176.96,176.96,176.91,176.83,176.74,176.66
2041,176.63,176.64,176.64,176.68,176.73,176.76,176.79,176.77,176.74,176.74,176.68,176.6
2042,176.54,176.47,176.51,176.61,176.66,176.68,176.72,176.73,176.75,176.73,176.66,176.58
2043,176.5,176.45,176.52,176.63,176.74,176.85,176.9,176.94,176.95,176.88,176.8,176.75
2044,176.72,176.7,176.7,176.8,176.96,177.03,177.01,176.99,176.93,176.85,176.78,176.68
2045,176.62,176.58,176.57,176.62,176.67,176.67,176.68,176.68,176.64,176.59,176.55,176.52
2046,176.52,176.49,176.48,176.55,176.65,176.74,176.81,176.82,176.79,176.74,176.68,176.65
2047,176.64,176.65,176.67,176.72,176.85,176.98,177.06,177.09,177.08,177.05,176.99,176.89
2048,176.89,176.93,176.97,177.05,177.1,177.16,177.2,177.21,177.17,177.08,177.01,176.98
2049,176.94,176.89,176.86,176.88,176.93,176.97,177.03,177.06,177.03,176.96,176.96,176.96
2050,176.92,176.9,176.91,176.99,177.04,177.04,177.01,176.98,176.91,176.85,176.8,176.73
2051,176.68,176.67,176.74,176.81,176.88,176.95,176.98,176.99,176.99,176.97,176.9,176.8
2052,176.72,176.72,176.78,176.91,177.05,177.11,177.15,177.17,177.14,177.1,177.09,177.04
2053,176.99,176.98,176.99,177.03,177.07,177.13,177.17,177.18,177.11,177,176.91,176.79
2054,176.72,176.72,176.73,176.8,176.93,177.04,177.12,177.15,177.11,177.07,177.02,176.97
2055,176.92,176.87,176.83,176.83,176.89,176.91,176.9,176.92,176.89,176.88,176.89,176.81
2056,176.77,176.8,176.83,176.86,176.92,176.99,177.03,177,176.9,176.79,176.72,176.65
2057,176.62,176.59,176.64,176.8,177.03,177.25,177.37,177.39,177.35,177.33,177.29,177.19
2058,177.09,177.03,177.05,177.16,177.27,177.31,177.35,177.36,177.34,177.29,177.21,177.08
2059,176.98,176.95,176.94,177,177.1,177.16,177.19,177.16,177.09,177,176.94,176.86
2060,176.78,176.81,176.89,176.97,177.02,177.03,177.03,177.02,176.98,176.9,176.85,176.76
2061,176.68,176.71,176.77,176.85,176.89,176.9,176.93,176.94,176.93,176.85,176.75,176.65
2062,176.54,176.52,176.56,176.62,176.68,176.73,176.79,176.81,176.83,176.84,176.79,176.75
2063,176.73,176.75,176.78,176.82,176.84,176.84,176.83,176.82,176.79,176.76,176.7,176.61
2064,176.56,176.55,176.62,176.77,176.85,176.92,176.96,176.96,176.95,176.89,176.79,176.66
2065,176.57,176.55,176.55,176.62,176.7,176.71,176.71,176.71,176.67,176.59,176.52,176.45
2066,176.41,176.39,176.37,176.42,176.55,176.65,176.7,176.71,176.71,176.73,176.74,176.68
2067,176.61,176.6,176.61,176.66,176.76,176.84,176.87,176.86,176.84,176.81,176.74,176.65
2068,176.6,176.58,176.61,176.68,176.78,176.87,176.93,176.93,176.93,176.91,176.82,176.71
2069,176.64,176.6,176.57,176.6,176.65,176.67,176.68,176.65,176.61,176.59,176.55,176.47
2070,176.4,176.35,176.36,176.46,176.56,176.6,176.62,176.64,176.64,176.62,176.6,176.57
2071,176.56,176.54,176.51,176.54,176.6,176.63,176.66,176.69,176.67,176.61,176.53,176.49
2072,176.44,176.41,176.44,176.5,176.57,176.65,176.69,176.7,176.72,176.74,176.74,176.69
2073,176.67,176.69,176.72,176.77,176.84,176.9,176.97,177.01,176.96,176.89,176.84,176.8
2074,176.8,176.86,176.88,176.95,177.08,177.19,177.26,177.28,177.26,177.21,177.18,177.13
2075,177.03,176.97,176.97,177,177.06,177.13,177.17,177.17,177.12,177.05,177.01,176.99
2076,176.93,176.87,176.85,176.88,176.97,177.04,177.08,177.1,177.05,176.95,176.86,176.77
2077,176.69,176.66,176.64,176.7,176.82,176.9,176.93,176.92,176.9,176.82,176.73,176.63
2078,176.52,176.48,176.46,176.5,176.59,176.63,176.64,176.65,176.68,176.66,176.57,176.49
2079,176.4,176.33,176.33,176.4,176.45,176.51,176.57,176.6,176.59,176.53,176.49,176.44
2080,176.38,176.34,176.35,176.42,176.51,176.59,176.64,176.65,176.62,176.54,176.46,176.39
2081,176.34,176.33,176.32,176.38,176.5,176.57,176.59,176.58,176.53,176.51,176.49,176.4
2082,176.34,176.3,176.33,176.42,176.49,176.55,176.57,176.58,176.57,176.51,176.45,176.39
2083,176.29,176.22,176.21,176.26,176.36,176.44,176.45,176.4,176.34,176.33,176.29,176.18
2084,176.11,176.09,176.07,176.12,176.18,176.22,176.26,176.27,176.26,176.22,176.14,176.04
2085,175.97,175.94,175.93,176,176.13,176.21,176.27,176.28,176.29,176.26,176.19,176.13
2086,176.07,176.06,176.09,176.21,176.35,176.46,176.55,176.58,176.56,176.59,176.62,176.58
2087,176.54,176.53,176.54,176.64,176.75,176.81,176.85,176.85,176.81,176.74,176.66,176.58
2088,176.49,176.43,176.39,176.42,176.52,176.6,176.67,176.72,176.75,176.78,176.77,176.78
2089,176.74,176.71,176.69,176.69,176.76,176.82,176.82,176.83,176.84,176.8,176.76,176.72
2090,176.7,176.7,176.71,176.78,176.87,176.93,176.94,176.92,176.85,176.8,176.78,176.75
