"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.52,183.43,183.38,183.37,183.45,183.55,183.63,183.73,183.76,183.67,183.59,183.47
2022,183.37,183.3,183.24,183.25,183.34,183.46,183.52,183.56,183.58,183.56,183.51,183.42
2023,183.29,183.21,183.18,183.21,183.27,183.36,183.43,183.45,183.45,183.44,183.4,183.35
2024,183.26,183.17,183.11,183.1,183.14,183.21,183.26,183.28,183.31,183.36,183.34,183.25
2025,183.17,183.09,183.05,183.06,183.09,183.15,183.2,183.24,183.26,183.26,183.23,183.14
2026,183.06,183,182.94,182.93,182.96,183.02,183.09,183.11,183.17,183.28,183.3,183.25
2027,183.17,183.09,183.03,183.05,183.13,183.2,183.25,183.3,183.35,183.36,183.31,183.22
2028,183.12,183.06,183,182.98,183.06,183.19,183.27,183.28,183.28,183.27,183.23,183.15
2029,183.08,183.02,182.98,183.01,183.12,183.21,183.29,183.39,183.45,183.45,183.43,183.38
2030,183.28,183.21,183.17,183.23,183.34,183.43,183.48,183.46,183.45,183.44,183.41,183.35
2031,183.27,183.17,183.1,183.08,183.13,183.24,183.33,183.36,183.39,183.38,183.34,183.26
2032,183.16,183.12,183.09,183.1,183.18,183.28,183.36,183.39,183.41,183.39,183.32,183.24
2033,183.16,183.12,183.11,183.12,183.2,183.3,183.38,183.45,183.47,183.46,183.42,183.33
2034,183.23,183.15,183.1,183.11,183.19,183.27,183.34,183.4,183.43,183.4,183.35,183.29
2035,183.21,183.15,183.09,183.07,183.14,183.23,183.3,183.32,183.32,183.31,183.26,183.18
2036,183.1,183.04,183,183.04,183.13,183.23,183.32,183.38,183.38,183.32,183.26,183.2
2037,183.14,183.1,183.11,183.13,183.15,183.21,183.25,183.26,183.28,183.32,183.31,183.23
2038,183.19,183.18,183.16,183.15,183.19,183.26,183.33,183.38,183.4,183.35,183.34,183.3
2039,183.2,183.15,183.1,183.13,183.23,183.29,183.32,183.34,183.33,183.29,183.23,183.15
2040,183.09,183.06,183.06,183.11,183.27,183.47,183.61,183.64,183.59,183.53,183.47,183.35
2041,183.23,183.14,183.08,183.09,183.19,183.3,183.37,183.42,183.42,183.39,183.33,183.24
2042,183.16,183.14,183.14,183.18,183.33,183.43,183.44,183.45,183.47,183.47,183.42,183.35
2043,183.27,183.19,183.15,183.18,183.27,183.36,183.43,183.46,183.48,183.49,183.45,183.36
2044,183.29,183.24,183.19,183.23,183.36,183.46,183.5,183.53,183.56,183.58,183.52,183.44
2045,183.35,183.27,183.21,183.21,183.27,183.35,183.42,183.49,183.58,183.61,183.56,183.49
2046,183.43,183.37,183.32,183.36,183.45,183.54,183.59,183.58,183.55,183.45,183.33,183.23
2047,183.14,183.08,183.06,183.14,183.3,183.45,183.53,183.57,183.56,183.5,183.42,183.32
2048,183.2,183.11,183.08,183.11,183.18,183.24,183.29,183.32,183.3,183.24,183.2,183.13
2049,183.04,182.95,182.91,182.93,182.96,183.01,183.07,183.14,183.22,183.28,183.28,183.22
2050,183.14,183.07,183.03,183.01,183.08,183.19,183.26,183.3,183.36,183.46,183.49,183.4
2051,183.32,183.24,183.14,183.12,183.18,183.26,183.32,183.33,183.36,183.35,183.29,183.22
2052,183.13,183.06,183.01,183.05,183.14,183.2,183.23,183.23,183.23,183.22,183.2,183.12
2053,183.03,182.98,182.95,182.99,183.1,183.22,183.32,183.4,183.44,183.43,183.4,183.31
2054,183.2,183.11,183.01,183.04,183.12,183.22,183.3,183.31,183.27,183.18,183.05,182.97
2055,182.93,182.91,182.89,182.92,183.04,183.16,183.24,183.29,183.33,183.32,183.27,183.22
2056,183.16,183.08,183.02,183.04,183.15,183.26,183.34,183.4,183.41,183.35,183.28,183.2
2057,183.11,183.03,183,183.03,183.08,183.15,183.2,183.19,183.17,183.18,183.13,183.05
2058,182.96,182.89,182.84,182.83,182.88,182.96,183.02,183.08,183.12,183.08,183.02,182.97
2059,182.9,182.84,182.79,182.8,182.95,183.09,183.16,183.22,183.25,183.23,183.18,183.11
2060,183.04,182.99,182.99,183.05,183.11,183.18,183.22,183.24,183.27,183.27,183.25,183.18
2061,183.07,182.98,182.94,182.99,183.1,183.18,183.24,183.31,183.41,183.54,183.55,183.46
2062,183.36,183.27,183.2,183.22,183.34,183.44,183.48,183.5,183.5,183.45,183.37,183.29
2063,183.21,183.16,183.1,183.1,183.17,183.25,183.33,183.37,183.38,183.36,183.32,183.24
2064,183.14,183.05,183.01,183.03,183.11,183.18,183.25,183.32,183.37,183.41,183.42,183.39
2065,183.32,183.27,183.23,183.24,183.38,183.52,183.57,183.62,183.62,183.55,183.48,183.37
2066,183.26,183.2,183.15,183.15,183.21,183.28,183.33,183.35,183.34,183.31,183.29,183.24
2067,183.15,183.09,183.06,183.09,183.21,183.34,183.47,183.57,183.64,183.71,183.71,183.64
2068,183.54,183.47,183.45,183.48,183.64,183.79,183.82,183.88,183.94,183.92,183.86,183.76
2069,183.64,183.58,183.56,183.55,183.6,183.7,183.78,183.81,183.8,183.76,183.68,183.57
2070,183.48,183.43,183.4,183.4,183.44,183.53,183.62,183.65,183.68,183.72,183.69,183.62
2071,183.56,183.49,183.43,183.43,183.47,183.5,183.53,183.56,183.54,183.47,183.38,183.3
2072,183.2,183.14,183.1,183.12,183.25,183.39,183.5,183.53,183.51,183.49,183.44,183.34
2073,183.23,183.16,183.11,183.11,183.15,183.18,183.22,183.25,183.29,183.34,183.34,183.27
2074,183.19,183.12,183.06,183.07,183.14,183.23,183.32,183.39,183.44,183.44,183.4,183.34
2075,183.23,183.19,183.19,183.19,183.3,183.46,183.54,183.52,183.52,183.59,183.65,183.62
2076,183.54,183.43,183.33,183.31,183.4,183.48,183.55,183.6,183.58,183.53,183.48,183.4
2077,183.32,183.25,183.24,183.3,183.38,183.46,183.55,183.63,183.7,183.77,183.77,183.71
2078,183.64,183.56,183.49,183.46,183.49,183.54,183.61,183.67,183.68,183.63,183.56,183.45
2079,183.34,183.3,183.3,183.33,183.42,183.55,183.68,183.74,183.74,183.7,183.62,183.52
2080,183.4,183.33,183.28,183.29,183.38,183.5,183.61,183.7,183.7,183.63,183.55,183.44
2081,183.32,183.25,183.2,183.2,183.27,183.35,183.42,183.47,183.51,183.55,183.54,183.45
2082,183.37,183.33,183.3,183.35,183.46,183.57,183.7,183.75,183.74,183.69,183.6,183.48
2083,183.36,183.28,183.22,183.22,183.3,183.39,183.47,183.51,183.53,183.55,183.51,183.41
2084,183.3,183.23,183.18,183.18,183.28,183.39,183.44,183.49,183.55,183.61,183.6,183.53
2085,183.48,183.42,183.4,183.38,183.37,183.44,183.49,183.47,183.47,183.47,183.45,183.36
2086,183.25,183.2,183.14,183.14,183.21,183.27,183.33,183.38,183.4,183.37,183.29,183.2
2087,183.15,183.1,183.06,183.09,183.16,183.23,183.3,183.38,183.46,183.5,183.49,183.42
2088,183.33,183.25,183.18,183.17,183.21,183.27,183.31,183.33,183.34,183.35,183.32,183.25
2089,183.16,183.08,183,182.99,183.06,183.14,183.2,183.22,183.21,183.18,183.12,183.04
2090,182.95,182.89,182.84,182.86,182.95,183.04,183.1,183.14,183.17,183.11,183.03,182.93
