"","for.Jan.Eri.NBS","for.Feb.Eri.NBS","for.Mar.Eri.NBS","for.Apr.Eri.NBS","for.May.Eri.NBS","for.Jun.Eri.NBS","for.Jul.Eri.NBS","for.Aug.Eri.NBS","for.Sep.Eri.NBS","for.Oct.Eri.NBS","for.Nov.Eri.NBS","for.Dec.Eri.NBS"
"40",191.882098956184,66.8062837033645,50.3641935095398,162.200734518094,34.8938925814227,27.1987352477152,-36.8054681631804,-26.567619643484,-135.252289681802,-141.598601692077,-45.9030098582672,-29.6464579261082
"41",128.198184986023,156.749606563537,158.963568245358,204.806303807417,169.371565469635,110.494016571642,48.6083973172345,3.82024174000348,-57.750791582138,-73.6802344786062,-19.3643037787917,62.5370232217846
"42",7.13341223912246,88.3363995016467,239.860287731667,133.769299906061,99.5749127263851,213.226338566894,91.487823112355,-49.7209519191432,0.351205377761222,-130.114177020144,101.079452045867,-51.7739006333245
"43",12.2332436069077,61.9912854730192,220.420361669538,137.440669932712,213.218147508462,48.832978537021,13.8389139084902,-100.43349676183,-77.5645287530723,-126.154550511159,24.4401966036623,13.1171516625003
"44",19.3052667535536,10.8525836368133,114.47765883739,100.944713624612,42.4712730188717,-8.56651142620561,-6.71707843655039,-58.2510225487902,-143.889461856763,-93.0768272060706,-29.7146287062165,-52.1511850821662
"45",86.5791072231274,186.381994450452,144.038412440496,198.594935319065,95.276106059052,80.1758267741574,45.4308872935681,-14.8454586232217,-41.7120192783548,-65.1987706653757,-64.7479253342099,181.799789702782
"46",14.1291673274054,284.662391048187,77.9055656323541,97.7812860753278,11.0809188343662,40.0008322910763,-56.4532172461101,-8.75391189345036,-121.321657963006,-99.8566632754962,-37.5359194851807,37.690908338219
"47",358.740754058659,5.07384859344854,84.7226506020757,87.1457163557235,114.081979420699,207.059828434592,45.6828222741812,-5.83289646447233,-114.061719065849,-99.2292518468473,-81.7767449779547,-18.0712438583927
"48",132.275075379075,92.8099316097122,169.168063974019,376.401381134526,134.425252805541,117.504522147234,100.132446122009,-21.2018545628282,0.881502163104138,-67.1994507464951,-20.3124272875107,19.1261696330143
"49",57.8798157322021,213.854974747189,121.086340656792,111.241365070119,149.175181979677,82.840611484215,25.6709819101499,-45.7782902384001,-15.1598763663978,-78.6333290494808,30.5079190873008,41.5224994680257
"50",145.844938089126,26.4355293206469,157.814801484071,255.366153348871,127.325342229631,162.23390684939,160.113086843042,58.4971076769869,29.9283095809782,-110.583386204113,-25.3252235530596,67.2749969777826
