"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.71,174.75,174.85,175.06,175.2,175.21,175.13,174.99,174.88,174.75,174.64,174.62
2022,174.67,174.85,175.02,175.11,175.13,175.04,174.94,174.9,174.82,174.69,174.61,174.57
2023,174.6,174.78,174.9,174.91,174.92,174.87,174.78,174.68,174.56,174.41,174.39,174.47
2024,174.56,174.6,174.7,174.84,174.91,174.94,174.9,174.88,174.83,174.74,174.67,174.64
2025,174.77,174.85,174.79,174.8,174.83,174.78,174.7,174.61,174.48,174.37,174.29,174.27
2026,174.36,174.45,174.55,174.7,174.73,174.68,174.62,174.52,174.41,174.27,174.21,174.24
2027,174.43,174.56,174.58,174.67,174.72,174.69,174.6,174.52,174.44,174.35,174.28,174.25
2028,174.3,174.42,174.48,174.51,174.53,174.49,174.41,174.35,174.28,174.18,174.11,174.11
2029,174.15,174.19,174.27,174.39,174.46,174.47,174.44,174.39,174.32,174.24,174.18,174.16
2030,174.26,174.4,174.49,174.58,174.67,174.68,174.63,174.55,174.44,174.32,174.24,174.33
2031,174.41,174.4,174.53,174.71,174.79,174.81,174.79,174.74,174.66,174.54,174.43,174.38
2032,174.41,174.49,174.58,174.65,174.68,174.72,174.69,174.64,174.59,174.51,174.45,174.48
2033,174.65,174.74,174.71,174.74,174.79,174.78,174.71,174.64,174.56,174.44,174.36,174.34
2034,174.37,174.57,174.81,174.9,174.96,174.96,174.92,174.85,174.79,174.69,174.59,174.57
2035,174.58,174.58,174.65,174.75,174.76,174.76,174.75,174.7,174.61,174.52,174.49,174.63
2036,174.8,174.86,174.91,174.96,174.99,174.97,174.94,174.88,174.73,174.57,174.48,174.43
2037,174.43,174.46,174.53,174.65,174.69,174.67,174.65,174.6,174.55,174.51,174.45,174.58
2038,174.77,174.76,174.76,174.84,174.86,174.79,174.69,174.59,174.5,174.46,174.43,174.43
2039,174.45,174.47,174.5,174.55,174.53,174.49,174.48,174.41,174.32,174.21,174.1,174.07
2040,174.11,174.26,174.45,174.57,174.71,174.92,175.02,174.93,174.86,174.77,174.67,174.68
2041,174.77,174.82,174.82,174.85,174.93,174.99,174.98,174.91,174.79,174.66,174.56,174.53
2042,174.59,174.81,174.96,174.96,174.97,174.94,174.85,174.76,174.66,174.55,174.5,174.54
2043,174.62,174.64,174.73,174.88,174.93,174.98,174.98,174.9,174.79,174.69,174.62,174.59
2044,174.56,174.63,174.76,174.85,174.93,174.96,174.93,174.9,174.84,174.72,174.65,174.63
2045,174.64,174.65,174.63,174.7,174.73,174.74,174.74,174.66,174.55,174.48,174.43,174.39
2046,174.55,174.65,174.66,174.74,174.82,174.86,174.81,174.75,174.66,174.56,174.48,174.46
2047,174.48,174.61,174.76,174.83,174.88,174.86,174.81,174.75,174.71,174.63,174.54,174.52
2048,174.57,174.67,174.88,175.03,175,174.9,174.79,174.7,174.59,174.45,174.36,174.38
2049,174.5,174.58,174.69,174.88,174.93,174.86,174.77,174.67,174.55,174.4,174.3,174.29
2050,174.47,174.6,174.62,174.75,174.83,174.85,174.85,174.81,174.72,174.58,174.43,174.34
2051,174.3,174.32,174.43,174.58,174.63,174.58,174.52,174.46,174.38,174.3,174.24,174.23
2052,174.32,174.39,174.44,174.54,174.63,174.64,174.62,174.55,174.47,174.38,174.4,174.46
2053,174.47,174.46,174.46,174.51,174.55,174.55,174.53,174.47,174.4,174.33,174.31,174.33
2054,174.4,174.47,174.59,174.74,174.85,174.9,174.9,174.86,174.78,174.72,174.71,174.77
