"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.53,183.46,183.44,183.48,183.55,183.6,183.66,183.69,183.72,183.72,183.68,183.6
2022,183.5,183.43,183.39,183.4,183.46,183.54,183.59,183.6,183.52,183.41,183.32,183.21
2023,183.11,183.08,183.1,183.13,183.24,183.34,183.38,183.45,183.46,183.42,183.36,183.25
2024,183.16,183.11,183.09,183.12,183.24,183.37,183.48,183.53,183.51,183.47,183.45,183.38
2025,183.27,183.19,183.18,183.22,183.33,183.42,183.48,183.53,183.55,183.54,183.49,183.42
2026,183.34,183.23,183.16,183.18,183.25,183.32,183.38,183.41,183.45,183.48,183.45,183.36
2027,183.26,183.19,183.16,183.19,183.26,183.38,183.48,183.53,183.61,183.63,183.59,183.5
2028,183.39,183.32,183.25,183.25,183.35,183.45,183.51,183.54,183.52,183.5,183.44,183.36
2029,183.27,183.21,183.19,183.23,183.3,183.35,183.39,183.42,183.47,183.52,183.49,183.42
2030,183.33,183.26,183.2,183.18,183.28,183.41,183.51,183.56,183.54,183.49,183.4,183.27
2031,183.15,183.09,183.05,183.06,183.14,183.21,183.28,183.35,183.36,183.32,183.27,183.18
2032,183.11,183.08,183.06,183.08,183.16,183.27,183.35,183.44,183.46,183.42,183.37,183.28
2033,183.2,183.17,183.15,183.17,183.26,183.36,183.41,183.41,183.39,183.34,183.28,183.25
2034,183.2,183.14,183.13,183.18,183.28,183.35,183.4,183.44,183.49,183.52,183.51,183.45
2035,183.37,183.31,183.26,183.29,183.4,183.48,183.53,183.54,183.53,183.57,183.56,183.47
2036,183.38,183.3,183.26,183.28,183.32,183.36,183.43,183.5,183.59,183.64,183.61,183.52
2037,183.39,183.3,183.24,183.25,183.39,183.53,183.63,183.69,183.68,183.59,183.48,183.36
2038,183.27,183.21,183.18,183.19,183.32,183.47,183.59,183.67,183.7,183.71,183.68,183.59
2039,183.47,183.38,183.33,183.35,183.41,183.46,183.51,183.51,183.53,183.55,183.54,183.48
2040,183.37,183.27,183.22,183.26,183.34,183.39,183.47,183.53,183.56,183.54,183.51,183.43
2041,183.33,183.26,183.22,183.23,183.28,183.36,183.42,183.43,183.45,183.49,183.51,183.5
2042,183.42,183.34,183.3,183.29,183.39,183.51,183.57,183.6,183.56,183.51,183.43,183.34
2043,183.26,183.24,183.28,183.35,183.46,183.59,183.66,183.72,183.75,183.8,183.82,183.75
2044,183.66,183.6,183.57,183.59,183.67,183.75,183.82,183.89,183.91,183.87,183.79,183.67
2045,183.57,183.52,183.47,183.51,183.6,183.71,183.85,183.86,183.81,183.75,183.67,183.59
2046,183.51,183.44,183.39,183.42,183.52,183.65,183.75,183.78,183.77,183.71,183.62,183.51
2047,183.4,183.35,183.32,183.33,183.38,183.44,183.51,183.56,183.51,183.44,183.37,183.25
2048,183.14,183.09,183.05,183.08,183.2,183.34,183.42,183.44,183.42,183.37,183.28,183.17
2049,183.07,183.04,183.02,183.06,183.16,183.24,183.31,183.42,183.55,183.68,183.73,183.7
2050,183.62,183.55,183.52,183.53,183.66,183.79,183.84,183.87,183.88,183.86,183.8,183.7
2051,183.59,183.5,183.42,183.45,183.53,183.62,183.68,183.7,183.72,183.72,183.66,183.57
2052,183.47,183.4,183.39,183.43,183.51,183.63,183.72,183.75,183.77,183.72,183.63,183.51
