"","for.Jan.Sup.NBS","for.Feb.Sup.NBS","for.Mar.Sup.NBS","for.Apr.Sup.NBS","for.May.Sup.NBS","for.Jun.Sup.NBS","for.Jul.Sup.NBS","for.Aug.Sup.NBS","for.Sep.Sup.NBS","for.Oct.Sup.NBS","for.Nov.Sup.NBS","for.Dec.Sup.NBS"
"35",-48.764258380947,-9.4289667554623,-16.2570657881676,125.176927544569,131.117745069909,156.924577403377,125.815343665449,145.984176764986,30.3856959244658,104.93443684006,-16.5151756482842,-55.9963466993548
"36",-15.4229894255773,-16.6325978730367,100.063359833508,59.0074566940729,92.5007972791858,164.591618560234,108.115585323408,107.617169729585,117.455974612006,96.7485526635087,26.5481433553932,-38.2644945723474
"37",-64.416622754488,7.83271093397044,52.3429484528921,109.042674777836,133.332256686176,178.647397725563,75.757880397385,117.57430634654,37.4845612651808,110.119193576415,64.2586331041555,-87.3218729926612
"38",-62.5230145952459,-47.9236159996301,-27.9744343538337,54.960863722233,124.133223719073,96.8106723290183,119.751889393499,88.9623108825099,21.9597343575044,16.5144992979926,-18.740718444646,-71.5999080129705
"39",-50.7084605404186,11.6756093094779,78.6497120018185,174.835495650591,92.9520663283583,131.953856616074,97.8288987662382,84.1846524002088,56.6749487799144,23.962064614457,-28.6275259970747,-13.0806869049818
"40",-18.7179228419013,-22.9986013040396,-1.16210282518038,100.288676659405,120.683358273583,113.16496227715,107.176784207812,96.7893793960002,-17.2867989996164,2.00363938369304,-22.8532847643584,-54.270764815928
"41",-16.9943532849186,10.0682531635743,45.640050836246,152.706971410024,121.949571556314,100.459428479953,90.9742019786306,89.9839438100421,84.7203605747061,21.1717604981229,9.99604990096839,-19.7924428180721
"42",-27.4340129886337,-13.0966652867068,16.7519591339754,126.00781310905,151.913926079217,204.556652316687,101.274983211501,38.0795418649775,-6.73492503799871,1.46895076055772,-46.1481084615087,-35.6270321750995
"43",-16.753849395214,-49.2200053222521,1.4360907161716,94.2987353601371,198.63732733532,154.119686167843,82.352457370061,193.033217369761,17.6088776211053,24.1796726826063,-64.6642842222351,7.58916256340705
"44",-9.22177605203594,-33.873384310331,28.6733626323379,99.3504527658951,124.158652069704,70.7348738161733,100.344580438944,97.6885633203646,121.466162027169,234.546680688314,5.92140059017168,-22.2859717427024
"45",-28.350110913551,6.38446753577256,0.405964828700132,90.3352323642155,208.25189216182,172.528497088252,160.255571565438,136.100664247991,45.0790868981298,88.5940562109839,9.44562443020965,14.3319523533536
"46",-32.6533828374811,-0.833985688407578,11.1911505576543,50.8155088022681,86.0128290746089,234.591218163015,63.1090370758069,10.6049509092497,13.0791646585037,16.5070023710208,19.8936200928651,-14.5447356465894
"47",-21.2864303027074,-50.004159579763,24.943066243091,96.4290103696424,185.737475155092,144.343189836174,100.195901986886,90.0940532722537,40.4260494979587,29.1635963399417,-26.9187512283988,0.48345264504437
"48",-23.4860639289108,2.554285654142,25.6737358592611,107.933164520143,103.828624047425,113.959576068858,118.71296706809,104.212030168157,141.428512432709,27.7309094057221,-20.1498804210365,-10.195593869554
"49",-34.886675816104,3.79250190157278,-20.5450931473836,137.3405821628,127.408584945731,192.784383815369,136.940995458747,74.1817182729902,89.5604458525921,73.0523639665725,36.4062980746916,-30.165341812313
"50",-39.7356083776807,-37.6642829254004,18.4581981500649,97.2182733699448,91.2640694942151,92.6210551604947,104.958744977481,136.011301415917,44.9309143708719,-49.3279702064006,-11.3668102556776,-43.481861636839
