"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.61,175.59,175.68,175.83,175.88,175.82,175.78,175.77,175.73,175.64,175.58,175.56
2022,175.5,175.51,175.53,175.61,175.68,175.73,175.75,175.73,175.68,175.66,175.68,175.69
2023,175.64,175.68,175.68,175.72,175.77,175.81,175.84,175.81,175.74,175.7,175.65,175.57
2024,175.51,175.57,175.7,175.76,175.75,175.68,175.62,175.54,175.43,175.37,175.33,175.25
2025,175.19,175.19,175.29,175.47,175.49,175.47,175.44,175.39,175.3,175.26,175.22,175.24
2026,175.22,175.17,175.26,175.34,175.33,175.31,175.31,175.29,175.28,175.28,175.39,175.46
2027,175.44,175.47,175.44,175.47,175.51,175.51,175.48,175.43,175.33,175.19,175.09,175.02
2028,174.99,174.97,175.1,175.23,175.28,175.24,175.23,175.21,175.17,175.13,175.06,175.02
2029,175,175.09,175.38,175.46,175.48,175.48,175.45,175.38,175.35,175.35,175.3,175.35
2030,175.27,175.2,175.28,175.41,175.48,175.45,175.43,175.43,175.39,175.36,175.33,175.3
2031,175.23,175.23,175.36,175.49,175.57,175.61,175.6,175.58,175.54,175.54,175.56,175.52
2032,175.48,175.52,175.58,175.72,175.72,175.72,175.7,175.66,175.6,175.55,175.5,175.45
2033,175.43,175.48,175.59,175.68,175.73,175.76,175.79,175.76,175.7,175.6,175.46,175.37
2034,175.3,175.27,175.34,175.48,175.59,175.62,175.61,175.55,175.45,175.36,175.27,175.21
2035,175.13,175.05,175.09,175.21,175.23,175.28,175.25,175.18,175.11,175.03,174.97,174.95
2036,174.94,174.98,175.07,175.19,175.31,175.46,175.57,175.52,175.43,175.36,175.26,175.19
2037,175.13,175.13,175.21,175.32,175.45,175.5,175.51,175.46,175.39,175.33,175.26,175.27
2038,175.26,175.23,175.32,175.4,175.44,175.41,175.36,175.29,175.21,175.1,175.02,174.95
2039,174.88,174.83,174.92,174.98,175.01,175.06,175.11,175.12,175.12,175.12,175.05,174.97
2040,174.97,174.91,174.97,175.03,175.04,175,174.95,174.9,174.83,174.73,174.63,174.6
2041,174.56,174.55,174.6,174.64,174.75,174.78,174.77,174.78,174.79,174.8,174.87,174.9
2042,174.89,174.97,175.01,175.11,175.23,175.28,175.3,175.29,175.23,175.19,175.17,175.19
2043,175.26,175.32,175.43,175.46,175.45,175.44,175.42,175.39,175.33,175.28,175.24,175.21
2044,175.23,175.25,175.35,175.43,175.45,175.45,175.4,175.34,175.27,175.2,175.19,175.16
2045,175.1,175.11,175.24,175.35,175.35,175.38,175.35,175.28,175.25,175.23,175.23,175.27
2046,175.25,175.26,175.39,175.5,175.57,175.61,175.62,175.64,175.64,175.61,175.58,175.6
2047,175.53,175.59,175.72,175.77,175.8,175.82,175.8,175.76,175.71,175.62,175.55,175.55
2048,175.61,175.81,175.98,176.03,176,175.97,175.91,175.83,175.77,175.78,175.78,175.72
2049,175.7,175.65,175.77,175.89,175.94,176.02,176.02,175.96,175.89,175.86,175.82,175.91
2050,175.83,175.77,175.88,175.96,175.97,175.99,175.98,175.91,175.82,175.73,175.64,175.59
2051,175.57,175.57,175.57,175.61,175.62,175.6,175.57,175.53,175.47,175.5,175.53,175.45
2052,175.33,175.29,175.36,175.41,175.55,175.61,175.62,175.58,175.51,175.44,175.44,175.48
2053,175.44,175.42,175.48,175.53,175.59,175.62,175.61,175.58,175.5,175.43,175.42,175.36
2054,175.3,175.3,175.33,175.43,175.47,175.46,175.42,175.36,175.26,175.21,175.13,175.04
2055,175.02,174.99,175.05,175.11,175.17,175.24,175.25,175.23,175.19,175.13,175.12,175.15
2056,175.13,175.18,175.19,175.2,175.2,175.28,175.29,175.28,175.22,175.16,175.06,175.27
2057,175.24,175.23,175.27,175.3,175.35,175.35,175.31,175.26,175.2,175.16,175.16,175.14
2058,175.15,175.15,175.2,175.25,175.24,175.21,175.18,175.13,175.04,174.93,174.84,174.76
2059,174.73,174.7,174.82,174.91,174.96,174.94,174.92,174.87,174.82,174.76,174.67,174.62
2060,174.57,174.56,174.65,174.76,174.85,174.89,174.91,174.9,174.87,174.83,174.75,174.69
2061,174.65,174.69,174.72,174.78,174.86,174.86,174.83,174.79,174.73,174.67,174.6,174.58
2062,174.58,174.56,174.66,174.75,174.8,174.81,174.79,174.79,174.74,174.65,174.58,174.52
2063,174.46,174.51,174.58,174.75,174.78,174.79,174.77,174.73,174.66,174.57,174.53,174.51
2064,174.47,174.49,174.65,174.82,174.9,174.83,174.78,174.74,174.68,174.68,174.74,174.7
2065,174.71,174.69,174.77,174.88,174.89,174.85,174.79,174.75,174.68,174.6,174.53,174.47
2066,174.45,174.57,174.7,174.8,174.83,174.88,174.9,174.87,174.81,174.76,174.73,174.74
2067,174.69,174.66,174.76,174.88,174.91,174.91,174.9,174.85,174.78,174.71,174.65,174.57
2068,174.52,175.56,175.2,175.16,175.11,175.12,175.12,175.07,175.04,174.98,174.91,174.88
2069,174.86,174.84,174.96,175.05,175.05,175.02,174.99,175.01,174.96,174.89,174.84,174.82
2070,174.81,174.85,174.85,174.9,174.9,174.87,174.83,174.79,174.72,174.67,174.6,174.51
2071,174.47,174.48,174.61,174.68,174.71,174.77,174.8,174.79,174.8,174.76,174.75,174.76
2072,174.69,174.67,174.87,174.98,174.99,174.98,174.97,174.95,174.9,174.82,174.77,174.77
2073,174.75,174.96,174.97,174.99,174.97,174.97,174.93,174.89,174.82,174.73,174.64,174.56
2074,174.51,174.49,174.65,174.93,174.95,175.03,175.1,175.13,175.13,175.16,175.15,175.14
2075,175.1,175.15,175.29,175.45,175.53,175.56,175.56,175.48,175.43,175.4,175.33,175.3
2076,175.35,175.59,175.61,175.7,175.9,175.95,175.93,175.85,175.76,175.71,175.71,175.7
2077,175.7,175.7,175.79,175.81,175.86,175.84,175.78,175.7,175.61,175.55,175.53,175.59
2078,175.52,175.44,175.46,175.52,175.57,175.55,175.51,175.46,175.38,175.29,175.31,175.33
2079,175.29,175.26,175.32,175.36,175.41,175.44,175.42,175.34,175.25,175.15,175.09,175.02
2080,174.95,174.96,175.04,175.14,175.16,175.19,175.18,175.14,175.08,175.02,174.98,174.99
2081,174.95,174.95,175.09,175.22,175.29,175.29,175.27,175.25,175.21,175.14,175.19,175.23
2082,175.2,175.1,175.32,175.37,175.32,175.31,175.29,175.23,175.17,175.1,175.04,175.09
2083,175.18,175.28,175.33,175.39,175.36,175.35,175.3,175.25,175.18,175.08,175.04,175
2084,175,175.04,175.19,175.25,175.33,175.3,175.29,175.31,175.33,175.37,175.62,175.64
2085,175.53,175.48,175.56,175.59,175.6,175.57,175.52,175.48,175.42,175.34,175.28,175.22
2086,175.16,175.15,175.27,175.31,175.32,175.28,175.25,175.2,175.17,175.14,175.07,174.98
2087,175.05,175.15,175.21,175.27,175.35,175.42,175.44,175.38,175.27,175.19,175.15,175.21
2088,175.16,175.15,175.3,175.44,175.48,175.52,175.48,175.43,175.4,175.38,175.35,175.32
2089,175.35,175.46,175.48,175.64,175.81,175.98,176.06,175.95,175.84,175.75,175.67,175.59
2090,175.62,175.66,175.77,175.89,175.93,175.97,175.97,175.94,175.9,175.87,175.84,175.9
