"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.57,175.52,175.56,175.62,175.74,175.77,175.73,175.67,175.61,175.55,175.57,175.58
2022,175.49,175.53,175.59,175.62,175.66,175.71,175.68,175.64,175.61,175.58,175.53,175.49
2023,175.47,175.64,175.71,175.8,175.83,175.79,175.77,175.71,175.63,175.57,175.51,175.46
2024,175.43,175.41,175.43,175.57,175.6,175.62,175.6,175.56,175.55,175.56,175.51,175.51
2025,175.46,175.41,175.44,175.5,175.53,175.55,175.54,175.48,175.36,175.23,175.11,175.02
2026,175,175.08,175.19,175.34,175.33,175.28,175.22,175.17,175.12,175.07,175.01,174.98
2027,174.98,175.08,175.14,175.25,175.38,175.44,175.46,175.46,175.4,175.36,175.34,175.35
2028,175.38,175.34,175.4,175.53,175.58,175.54,175.46,175.41,175.35,175.28,175.21,175.14
2029,175.09,175.08,175.16,175.22,175.3,175.34,175.37,175.38,175.3,175.21,175.2,175.25
2030,175.23,175.24,175.29,175.31,175.37,175.38,175.34,175.28,175.18,175.08,175.03,174.95
2031,174.87,174.83,174.9,174.98,175.03,175.06,175.05,175.02,174.92,174.83,174.8,174.8
2032,174.74,174.72,174.94,175.08,175.04,175.04,175.05,175.02,174.98,174.99,174.93,174.87
2033,174.81,174.79,174.92,175.05,175.19,175.22,175.21,175.2,175.17,175.18,175.18,175.18
2034,175.14,175.16,175.21,175.31,175.37,175.3,175.23,175.18,175.11,175.06,175.07,175.01
2035,175.08,175.06,175.18,175.32,175.4,175.42,175.41,175.38,175.31,175.27,175.22,175.16
2036,175.09,175.14,175.26,175.43,175.57,175.6,175.57,175.51,175.48,175.45,175.46,175.56
2037,175.57,175.58,175.64,175.69,175.72,175.71,175.67,175.64,175.56,175.45,175.35,175.27
2038,175.32,175.3,175.41,175.44,175.46,175.47,175.47,175.45,175.41,175.35,175.35,175.36
2039,175.34,175.32,175.4,175.56,175.6,175.61,175.59,175.53,175.46,175.42,175.41,175.37
2040,175.31,175.28,175.31,175.35,175.37,175.38,175.37,175.34,175.31,175.25,175.19,175.13
2041,175.1,175.29,175.41,175.43,175.42,175.42,175.39,175.37,175.34,175.32,175.31,175.39
2042,175.36,175.38,175.38,175.43,175.44,175.41,175.38,175.32,175.25,175.15,175.08,175.07
2043,175.03,175,175.1,175.15,175.18,175.24,175.28,175.3,175.3,175.24,175.16,175.17
2044,175.17,175.23,175.23,175.27,175.36,175.36,175.33,175.26,175.21,175.14,175.06,175.02
2045,174.94,174.84,174.91,175.02,175.04,175.03,174.97,174.96,174.91,174.83,174.77,174.72
2046,174.68,174.65,174.75,174.84,174.92,174.93,174.92,174.91,174.86,174.79,174.74,174.66
2047,174.63,174.67,174.77,175.01,175.01,175.03,175.05,175.04,174.98,174.91,174.85,174.81
2048,174.82,174.84,174.89,174.98,175.02,175.01,174.98,174.95,174.92,174.82,174.76,174.73
2049,174.71,174.68,174.79,174.82,174.89,174.92,174.94,174.92,174.87,174.82,174.77,174.72
2050,174.65,174.62,174.65,174.75,174.89,175,175.02,174.98,174.96,174.93,174.86,174.84
2051,174.96,175.08,175.13,175.25,175.36,175.38,175.38,175.36,175.3,175.22,175.17,175.22
2052,175.25,175.25,175.42,175.53,175.61,175.62,175.61,175.56,175.48,175.4,175.39,175.35
2053,175.29,175.28,175.34,175.36,175.38,175.37,175.33,175.28,175.23,175.14,175.06,175.04
2054,175.1,175.23,175.37,175.4,175.38,175.37,175.36,175.33,175.23,175.19,175.17,175.11
2055,175.08,175.06,175.23,175.26,175.33,175.36,175.34,175.3,175.25,175.21,175.18,175.22
2056,175.17,175.14,175.34,175.42,175.44,175.47,175.53,175.51,175.49,175.43,175.36,175.36
2057,175.37,175.41,175.51,175.59,175.62,175.6,175.58,175.55,175.47,175.36,175.31,175.26
2058,175.23,175.27,175.38,175.43,175.47,175.53,175.54,175.51,175.5,175.47,175.49,175.51
2059,175.49,175.42,175.45,175.53,175.57,175.56,175.53,175.5,175.41,175.3,175.22,175.18
2060,175.21,175.23,175.36,175.51,175.57,175.6,175.6,175.61,175.59,175.54,175.49,175.47
2061,175.54,175.56,175.6,175.77,175.82,175.88,175.9,175.89,175.89,175.84,175.78,175.78
2062,175.72,175.79,175.8,175.86,175.99,176.07,176.07,176.04,176.01,175.96,175.88,175.89
2063,175.86,175.82,175.91,175.96,175.95,175.91,175.87,175.83,175.75,175.68,175.61,175.56
2064,175.51,175.55,175.79,175.88,175.85,175.86,175.83,175.79,175.75,175.71,175.69,175.67
2065,175.66,175.59,175.64,175.74,175.71,175.65,175.6,175.55,175.47,175.49,175.51,175.48
2066,175.55,175.55,175.61,175.56,175.56,175.6,175.61,175.58,175.52,175.42,175.29,175.25
2067,175.23,175.23,175.4,175.53,175.65,175.66,175.63,175.54,175.42,175.31,175.2,175.13
2068,175.14,175.12,175.14,175.2,175.25,175.29,175.29,175.25,175.16,175.04,174.95,174.89
2069,174.83,174.8,174.88,174.97,175.03,175.11,175.15,175.08,174.99,174.92,174.85,175
2070,175,174.95,175.06,175.12,175.15,175.1,175.08,175.04,175,174.97,175.04,175.09
2071,175.06,175.03,175.05,175.06,175.1,175.1,175.1,175.05,174.96,174.86,174.8,174.77
2072,174.77,174.84,174.96,175.11,175.1,175.06,174.99,174.94,174.9,174.85,174.79,174.77
2073,174.8,174.82,174.93,174.98,175.1,175.18,175.2,175.19,175.13,175.05,174.97,174.93
2074,174.85,174.82,174.97,175.08,175.1,175.06,175.04,175.01,174.95,174.87,174.84,174.84
2075,174.85,174.79,174.84,174.91,174.94,174.91,174.89,174.86,174.8,174.76,174.7,174.73
2076,174.78,174.83,175.02,175.04,175.08,175.12,175.14,175.14,175.16,175.11,175.06,175.06
2077,175.02,175.05,175.13,175.2,175.21,175.17,175.12,175.09,175.03,174.97,174.95,174.97
2078,174.98,174.95,175.01,175.1,175.12,175.12,175.09,175.04,174.97,174.9,174.86,174.95
2079,174.95,174.93,174.99,175.08,175.09,175.1,175.1,175.07,175.06,175.04,175.03,175.03
2080,174.97,174.95,175.05,175.11,175.14,175.17,175.14,175.1,175.04,174.97,174.92,174.89
2081,174.83,174.9,175.01,175.13,175.13,175.14,175.15,175.14,175.1,175.04,175,174.98
2082,174.95,175.09,175.09,175.16,175.2,175.29,175.32,175.29,175.27,175.21,175.1,175.06
2083,174.99,175.08,175.18,175.23,175.27,175.28,175.25,175.19,175.16,175.11,175.07,175.06
2084,175.12,175.17,175.28,175.33,175.3,175.25,175.22,175.16,175.08,174.97,174.88,174.85
2085,174.78,174.76,174.82,174.92,174.91,174.88,174.87,174.84,174.79,174.69,174.67,174.63
2086,174.56,174.53,174.62,174.69,174.74,174.79,174.81,174.81,174.79,174.76,174.72,174.76
2087,174.75,174.72,174.87,174.97,175.05,175.1,175.09,175.04,174.97,174.91,174.88,174.86
2088,174.8,174.74,174.79,174.86,174.89,174.93,174.94,174.92,174.86,174.79,174.72,174.71
2089,174.75,174.74,174.76,174.82,174.89,174.87,174.82,174.77,174.7,174.67,174.65,174.62
2090,174.62,174.64,174.81,174.93,174.99,175,174.98,174.97,174.93,174.93,175.03,175.04
