"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.77,174.81,174.77,174.8,174.9,175.01,175.04,174.98,174.91,174.85,174.81,174.8
2022,174.83,175.02,175.12,175.05,175.07,175.09,175.03,174.91,174.78,174.65,174.57,174.53
2023,174.58,174.67,174.81,175.1,175.24,175.16,175.09,175,174.88,174.75,174.67,174.68
2024,174.71,174.72,174.77,174.93,175.14,175.23,175.21,175.15,175.08,175.01,174.96,174.94
2025,174.94,174.97,175.03,175.08,175.15,175.17,175.08,175,174.94,174.85,174.79,174.85
2026,174.88,174.91,174.98,175.07,175.22,175.27,175.21,175.13,175.05,174.98,174.88,174.82
2027,174.94,175,175.02,175.15,175.27,175.3,175.28,175.19,175.03,174.9,174.84,174.87
2028,174.89,174.9,174.96,175.07,175.14,175.15,175.09,174.97,174.87,174.75,174.63,174.59
2029,174.58,174.58,174.61,174.62,174.64,174.63,174.6,174.54,174.47,174.39,174.31,174.33
2030,174.34,174.35,174.52,174.68,174.7,174.7,174.67,174.59,174.5,174.42,174.36,174.47
2031,174.65,174.7,174.76,174.8,174.89,174.93,174.85,174.77,174.67,174.58,174.6,174.7
2032,174.68,174.65,174.76,174.94,174.99,174.92,174.84,174.75,174.67,174.56,174.48,174.45
2033,174.42,174.38,174.38,174.41,174.44,174.48,174.5,174.44,174.33,174.25,174.19,174.17
2034,174.16,174.15,174.16,174.24,174.32,174.4,174.44,174.41,174.31,174.16,174.04,174.01
2035,174.01,174.01,174.02,174.06,174.11,174.1,174.05,173.99,173.94,173.85,173.76,173.76
2036,173.81,173.94,174.08,174.13,174.17,174.18,174.15,174.11,174,173.85,173.76,173.75
2037,173.82,173.96,174.09,174.21,174.31,174.37,174.35,174.31,174.26,174.16,174.1,174.09
2038,174.11,174.14,174.17,174.28,174.31,174.2,174.1,174.02,173.92,173.87,173.86,173.91
2039,174.01,174.04,174.09,174.17,174.2,174.18,174.14,174.09,174.05,173.99,173.96,173.97
2040,174.06,174.09,174.2,174.38,174.41,174.39,174.33,174.26,174.15,174,173.89,173.86
2041,173.88,173.9,173.99,174.16,174.24,174.23,174.21,174.16,174.08,173.98,173.89,173.97
2042,174.06,174.06,174.14,174.22,174.24,174.25,174.24,174.21,174.18,174.1,174.02,174
2043,173.99,173.99,174.05,174.18,174.29,174.38,174.42,174.37,174.27,174.17,174.15,174.19
2044,174.2,174.16,174.31,174.45,174.45,174.45,174.43,174.38,174.31,174.21,174.24,174.4
2045,174.44,174.37,174.33,174.37,174.41,174.4,174.39,174.36,174.27,174.17,174.13,174.13
2046,174.27,174.52,174.63,174.62,174.7,174.77,174.76,174.69,174.58,174.45,174.34,174.31
2047,174.31,174.28,174.36,174.46,174.44,174.39,174.33,174.26,174.17,174.07,174.1,174.17
2048,174.24,174.44,174.58,174.63,174.6,174.53,174.44,174.37,174.28,174.22,174.18,174.16
2049,174.21,174.26,174.35,174.44,174.48,174.49,174.45,174.36,174.23,174.1,174.02,174.03
2050,174.11,174.17,174.21,174.33,174.49,174.63,174.68,174.61,174.54,174.44,174.35,174.38
2051,174.44,174.42,174.46,174.62,174.68,174.64,174.59,174.52,174.44,174.37,174.31,174.26
2052,174.33,174.39,174.42,174.48,174.54,174.56,174.52,174.45,174.35,174.21,174.12,174.09
2053,174.08,174.09,174.13,174.21,174.23,174.23,174.22,174.19,174.13,174.05,174.01,174.13
2054,174.26,174.22,174.37,174.61,174.63,174.58,174.54,174.45,174.39,174.3,174.18,174.31
2055,174.47,174.44,174.42,174.48,174.57,174.65,174.64,174.56,174.44,174.32,174.23,174.26
2056,174.3,174.29,174.31,174.37,174.41,174.42,174.38,174.33,174.3,174.24,174.21,174.26
2057,174.26,174.3,174.39,174.47,174.48,174.44,174.39,174.33,174.24,174.13,174.07,174.02
2058,174,174.04,174.15,174.34,174.42,174.39,174.36,174.3,174.2,174.07,173.96,173.92
2059,173.9,173.94,174.06,174.17,174.16,174.06,173.96,173.88,173.83,173.83,173.84,173.87
2060,173.98,174.11,174.27,174.33,174.34,174.36,174.36,174.31,174.2,174.08,174.03,174.06
2061,174.21,174.29,174.34,174.47,174.47,174.4,174.33,174.27,174.16,174,173.91,173.93
2062,173.94,173.98,174.04,174.09,174.13,174.11,174.13,174.11,174.04,173.95,173.86,173.82
2063,173.91,174,174.12,174.32,174.45,174.53,174.55,174.48,174.41,174.31,174.22,174.21
2064,174.27,174.3,174.33,174.46,174.58,174.59,174.55,174.48,174.36,174.24,174.18,174.15
2065,174.13,174.14,174.25,174.41,174.51,174.52,174.46,174.39,174.29,174.18,174.09,174.09
2066,174.15,174.26,174.37,174.44,174.48,174.44,174.36,174.29,174.19,174.12,174.09,174.06
2067,174.11,174.19,174.2,174.29,174.39,174.43,174.46,174.39,174.24,174.13,174.08,174.05
2068,174.04,174.02,174.06,174.17,174.24,174.24,174.19,174.18,174.15,174.03,173.99,174.01
2069,174,174.02,174.07,174.19,174.26,174.22,174.23,174.18,174.09,174,173.94,173.94
2070,173.94,174,174.15,174.29,174.38,174.37,174.35,174.29,174.18,174.1,174.07,174.12
2071,174.16,174.16,174.29,174.44,174.43,174.34,174.25,174.17,174.09,173.99,173.94,173.95
2072,173.96,174.03,174.18,174.38,174.45,174.39,174.29,174.18,174.09,174.01,174,174.08
2073,174.11,174.06,174.06,174.1,174.17,174.23,174.22,174.14,174.01,173.91,173.92,173.97
2074,174.02,174.05,174.2,174.37,174.37,174.43,174.46,174.4,174.37,174.3,174.22,174.22
2075,174.22,174.21,174.24,174.26,174.28,174.28,174.22,174.14,174,173.85,173.77,173.74
2076,173.73,173.73,173.87,174.03,174.2,174.3,174.29,174.29,174.3,174.26,174.14,174.12
2077,174.14,174.17,174.23,174.29,174.29,174.21,174.13,174.05,173.96,173.89,173.9,173.95
2078,173.96,173.99,174.08,174.15,174.22,174.21,174.14,174.13,174.08,173.99,173.94,173.99
2079,174.16,174.3,174.39,174.46,174.52,174.55,174.51,174.39,174.26,174.14,174.05,173.99
2080,174.16,174.33,174.37,174.47,174.58,174.6,174.55,174.44,174.3,174.2,174.07,173.99
2081,173.96,173.94,173.97,174.07,174.21,174.3,174.27,174.2,174.11,174,173.96,173.98
2082,174.02,174.1,174.2,174.27,174.36,174.4,174.37,174.32,174.23,174.15,174.08,174.04
2083,174.03,174.04,174.18,174.33,174.36,174.35,174.32,174.26,174.17,174.11,174.14,174.19
2084,174.21,174.19,174.23,174.32,174.35,174.43,174.46,174.39,174.29,174.18,174.11,174.13
2085,174.22,174.28,174.4,174.58,174.64,174.6,174.55,174.47,174.38,174.31,174.44,174.63
2086,174.68,174.73,174.78,174.85,174.85,174.76,174.67,174.58,174.48,174.37,174.28,174.23
2087,174.36,174.5,174.54,174.62,174.64,174.61,174.57,174.49,174.4,174.29,174.26,174.27
2088,174.31,174.34,174.4,174.53,174.61,174.61,174.57,174.49,174.36,174.2,174.12,174.18
2089,174.22,174.18,174.27,174.43,174.48,174.49,174.47,174.41,174.32,174.19,174.1,174.1
2090,174.14,174.16,174.35,174.66,174.79,174.88,174.92,174.81,174.72,174.62,174.5,174.47
