"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,175.57,175.58,175.61,175.62,175.66,175.62,175.56,175.52,175.45,175.36,175.28,175.2
2022,175.12,175.1,175.19,175.28,175.34,175.42,175.42,175.38,175.29,175.25,175.18,175.12
2023,175.1,175.13,175.22,175.31,175.39,175.41,175.38,175.34,175.3,175.24,175.21,175.18
2024,175.18,175.17,175.27,175.33,175.32,175.3,175.26,175.21,175.13,175.11,175.07,175.06
2025,174.98,175.07,175.07,175.13,175.18,175.2,175.21,175.18,175.13,175.02,174.89,174.81
2026,174.71,174.7,174.81,174.96,175.08,175.06,175.04,175.02,174.93,174.9,174.87,174.79
2027,174.79,174.81,174.89,174.97,175.03,175.18,175.22,175.14,175.09,175.1,175.02,174.95
2028,174.99,174.98,175.1,175.12,175.13,175.11,175.08,175.05,175.01,174.96,174.92,174.9
2029,174.87,174.9,175.05,175.09,175.17,175.21,175.21,175.22,175.22,175.17,175.13,175.11
2030,175.06,174.99,175.06,175.18,175.3,175.33,175.34,175.35,175.33,175.31,175.38,175.45
2031,175.41,175.39,175.55,175.65,175.67,175.61,175.56,175.49,175.4,175.32,175.27,175.19
2032,175.13,175.16,175.24,175.29,175.33,175.36,175.32,175.27,175.17,175.1,175.05,175.11
2033,175.12,175.11,175.19,175.25,175.26,175.27,175.27,175.24,175.2,175.14,175.08,175.05
2034,175.02,175,175.04,175.12,175.14,175.18,175.18,175.15,175.11,175.07,175.02,175.01
2035,175.03,175.14,175.19,175.31,175.38,175.43,175.4,175.35,175.26,175.2,175.19,175.13
2036,175.05,175.04,175.21,175.28,175.27,175.23,175.2,175.14,175.08,175.06,175.1,175.21
2037,175.15,175.06,175.03,175.03,175.01,174.96,174.93,174.87,174.77,174.65,174.58,174.5
2038,174.46,174.45,174.58,174.67,174.75,174.76,174.73,174.7,174.67,174.59,174.56,174.54
2039,174.49,174.45,174.52,174.6,174.62,174.59,174.53,174.49,174.45,174.4,174.36,174.32
2040,174.49,174.49,174.51,174.56,174.61,174.63,174.67,174.64,174.57,174.5,174.43,174.4
2041,174.39,174.45,174.48,174.52,174.54,174.54,174.54,174.54,174.49,174.47,174.52,174.49
2042,174.43,174.42,174.49,174.65,174.75,174.85,174.9,174.89,174.82,174.75,174.69,174.69
2043,174.69,174.66,174.76,174.78,174.79,174.78,174.76,174.76,174.71,174.61,174.55,174.49
2044,174.48,174.52,174.63,174.7,174.74,174.78,174.8,174.79,174.74,174.68,174.66,174.68
2045,174.67,174.64,174.71,174.8,174.92,174.95,174.98,174.98,174.94,174.89,174.84,174.82
2046,174.89,175.03,175.07,175.1,175.17,175.31,175.34,175.29,175.19,175.11,175.03,175
2047,175.01,174.98,175.06,175.23,175.22,175.23,175.25,175.21,175.17,175.13,175.08,175.06
2048,175.03,175.01,175.16,175.26,175.25,175.22,175.22,175.19,175.15,175.1,175.11,175.12
2049,175.09,175.08,175.16,175.22,175.3,175.36,175.37,175.39,175.39,175.32,175.25,175.2
2050,175.12,175.05,175.05,175.04,175.04,175.07,175.08,175.04,174.99,174.95,174.89,174.85
2051,174.86,174.85,174.92,174.99,175,175.06,175.08,175.07,175.02,174.93,174.85,174.85
2052,174.82,174.87,174.91,174.95,175,175.04,175.04,174.98,174.91,174.81,174.71,174.64
2053,174.56,174.53,174.62,174.66,174.68,174.69,174.69,174.7,174.67,174.63,174.61,174.66
2054,174.63,174.67,174.73,174.78,174.84,174.92,174.95,174.93,174.87,174.79,174.73,174.77
2055,174.77,174.74,174.83,174.95,174.98,174.98,175,174.99,174.92,174.86,174.83,174.8
2056,174.81,174.82,174.97,175.1,175.14,175.15,175.15,175.15,175.14,175.24,175.34,175.42
2057,175.36,175.29,175.32,175.37,175.4,175.41,175.38,175.35,175.28,175.16,175.07,174.99
2058,175,175.01,175.03,175.05,175.05,175.01,174.97,174.92,174.85,174.77,174.7,174.67
2059,174.61,174.58,174.76,174.79,174.8,174.82,174.82,174.82,174.8,174.78,174.77,174.8
2060,174.81,174.91,175,175.08,175.18,175.21,175.21,175.21,175.22,175.19,175.16,175.14
2061,175.1,175.08,175.25,175.34,175.36,175.34,175.3,175.27,175.19,175.1,175.06,175.07
2062,175.1,175.09,175.23,175.34,175.42,175.42,175.39,175.36,175.28,175.21,175.2,175.23
2063,175.23,175.2,175.28,175.4,175.45,175.5,175.49,175.45,175.44,175.51,175.5,175.5
2064,175.51,175.59,175.62,175.59,175.64,175.66,175.62,175.58,175.5,175.44,175.37,175.36
2065,175.29,175.28,175.27,175.31,175.38,175.38,175.36,175.32,175.26,175.19,175.11,175.11
2066,175.08,175.06,175.12,175.21,175.21,175.18,175.16,175.13,175.1,175.04,174.95,174.89
2067,174.88,174.9,175.03,175.1,175.09,175.07,175.01,174.95,174.88,174.81,174.75,174.73
2068,174.69,174.71,174.93,175.03,175.08,175.13,175.14,175.09,175.02,174.94,174.88,174.83
2069,174.8,174.74,174.81,174.93,175.02,175.1,175.09,175.07,175.01,174.94,174.91,174.9
2070,174.86,174.84,174.87,174.92,174.95,174.92,174.89,174.86,174.78,174.69,174.62,174.65
2071,174.57,174.76,174.77,174.79,174.75,174.77,174.76,174.7,174.6,174.48,174.39,174.33
2072,174.27,174.39,174.53,174.62,174.69,174.73,174.73,174.7,174.61,174.52,174.45,174.38
2073,174.31,174.31,174.34,174.5,174.59,174.62,174.62,174.62,174.58,174.56,174.72,174.68
2074,174.64,174.65,174.74,174.85,174.94,175,175.02,175.01,174.99,174.99,174.98,174.98
