"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.58,183.55,183.51,183.5,183.59,183.7,183.77,183.84,183.88,183.84,183.76,183.63
2022,183.54,183.47,183.43,183.46,183.58,183.69,183.75,183.79,183.77,183.72,183.66,183.59
2023,183.53,183.47,183.38,183.34,183.38,183.48,183.58,183.7,183.82,183.9,183.92,183.87
2024,183.78,183.71,183.7,183.73,183.81,183.88,183.9,183.88,183.83,183.74,183.67,183.59
2025,183.49,183.4,183.35,183.35,183.41,183.49,183.55,183.57,183.57,183.51,183.46,183.4
2026,183.33,183.32,183.33,183.34,183.42,183.5,183.55,183.59,183.61,183.61,183.57,183.5
2027,183.39,183.33,183.31,183.35,183.45,183.52,183.57,183.64,183.66,183.62,183.56,183.47
2028,183.39,183.36,183.36,183.39,183.45,183.56,183.67,183.75,183.78,183.73,183.68,183.61
2029,183.53,183.47,183.43,183.45,183.55,183.65,183.72,183.77,183.79,183.79,183.76,183.69
2030,183.61,183.57,183.55,183.6,183.73,183.83,183.88,183.87,183.81,183.77,183.73,183.65
2031,183.59,183.53,183.49,183.52,183.58,183.68,183.79,183.82,183.82,183.78,183.71,183.63
2032,183.54,183.46,183.4,183.44,183.56,183.67,183.78,183.86,183.86,183.83,183.78,183.7
2033,183.6,183.52,183.46,183.45,183.52,183.61,183.71,183.79,183.82,183.82,183.78,183.71
2034,183.62,183.58,183.58,183.62,183.73,183.84,183.9,183.93,183.91,183.82,183.72,183.64
2035,183.57,183.56,183.57,183.59,183.67,183.78,183.87,183.87,183.84,183.8,183.72,183.64
2036,183.58,183.53,183.49,183.5,183.63,183.73,183.8,183.89,183.93,183.87,183.81,183.76
2037,183.68,183.61,183.57,183.58,183.63,183.69,183.71,183.72,183.73,183.72,183.67,183.58
2038,183.5,183.44,183.4,183.39,183.45,183.53,183.61,183.64,183.65,183.63,183.58,183.51
2039,183.42,183.37,183.35,183.36,183.38,183.38,183.42,183.45,183.43,183.42,183.38,183.31
2040,183.24,183.23,183.25,183.29,183.35,183.41,183.45,183.47,183.46,183.43,183.38,183.3
2041,183.23,183.19,183.15,183.15,183.21,183.27,183.31,183.35,183.35,183.34,183.31,183.25
2042,183.18,183.17,183.17,183.2,183.26,183.34,183.4,183.37,183.33,183.27,183.2,183.16
2043,183.1,183.05,183.02,183.1,183.26,183.38,183.44,183.46,183.45,183.44,183.41,183.35
2044,183.24,183.13,183.07,183.12,183.26,183.33,183.35,183.36,183.36,183.33,183.28,183.2
2045,183.12,183.08,183.1,183.16,183.24,183.29,183.35,183.45,183.54,183.57,183.53,183.44
2046,183.34,183.26,183.21,183.26,183.35,183.42,183.48,183.53,183.54,183.54,183.51,183.41
2047,183.29,183.2,183.16,183.18,183.27,183.37,183.43,183.45,183.42,183.39,183.35,183.25
2048,183.18,183.14,183.14,183.17,183.26,183.33,183.38,183.42,183.42,183.38,183.32,183.23
2049,183.11,183.02,182.99,183.03,183.12,183.21,183.28,183.34,183.34,183.29,183.21,183.14
2050,183.08,183.07,183.08,183.11,183.24,183.34,183.38,183.44,183.47,183.44,183.4,183.34
2051,183.3,183.28,183.26,183.3,183.39,183.47,183.52,183.54,183.52,183.47,183.41,183.31
2052,183.23,183.17,183.13,183.17,183.27,183.34,183.39,183.44,183.45,183.47,183.47,183.42
2053,183.34,183.28,183.24,183.21,183.22,183.25,183.31,183.39,183.4,183.35,183.29,183.22
2054,183.13,183.04,183.04,183.15,183.23,183.31,183.39,183.38,183.38,183.36,183.32,183.29
2055,183.24,183.2,183.18,183.22,183.29,183.37,183.42,183.44,183.44,183.44,183.43,183.37
2056,183.29,183.24,183.23,183.26,183.32,183.41,183.51,183.57,183.58,183.61,183.6,183.51
2057,183.42,183.36,183.33,183.41,183.52,183.61,183.69,183.7,183.66,183.59,183.5,183.4
2058,183.31,183.26,183.27,183.34,183.43,183.53,183.63,183.69,183.7,183.64,183.56,183.46
2059,183.37,183.33,183.35,183.38,183.46,183.56,183.62,183.67,183.66,183.63,183.58,183.46
2060,183.34,183.27,183.21,183.23,183.33,183.42,183.48,183.52,183.51,183.52,183.49,183.44
2061,183.37,183.3,183.3,183.37,183.46,183.53,183.57,183.54,183.47,183.4,183.35,183.25
2062,183.17,183.14,183.11,183.12,183.23,183.35,183.45,183.54,183.56,183.53,183.47,183.38
2063,183.28,183.24,183.21,183.24,183.37,183.51,183.56,183.59,183.59,183.56,183.52,183.45
2064,183.38,183.34,183.3,183.3,183.32,183.33,183.35,183.38,183.37,183.35,183.31,183.25
2065,183.18,183.11,183.07,183.08,183.2,183.31,183.34,183.37,183.37,183.36,183.34,183.27
