"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,174.7,174.71,174.87,175.05,175.07,175.03,175.04,175.04,174.95,174.79,174.64,174.59
2022,174.6,174.62,174.77,174.92,174.93,174.93,174.92,174.85,174.77,174.67,174.59,174.59
2023,174.59,174.7,174.88,174.91,174.91,174.86,174.79,174.74,174.67,174.59,174.53,174.59
2024,174.71,174.71,174.72,174.77,174.9,175.04,175.03,174.91,174.77,174.64,174.52,174.45
2025,174.45,174.52,174.66,174.77,174.8,174.78,174.72,174.63,174.51,174.37,174.3,174.32
2026,174.33,174.32,174.37,174.57,174.74,174.8,174.82,174.81,174.76,174.7,174.61,174.56
2027,174.53,174.55,174.65,174.68,174.73,174.75,174.71,174.66,174.56,174.47,174.5,174.6
2028,174.64,174.67,174.79,174.9,174.92,174.87,174.82,174.78,174.75,174.68,174.63,174.65
2029,174.7,174.73,174.78,174.85,174.93,174.96,174.92,174.86,174.77,174.65,174.56,174.55
2030,174.61,174.7,174.82,174.93,174.95,174.9,174.82,174.76,174.67,174.54,174.47,174.48
2031,174.51,174.53,174.63,174.73,174.8,174.84,174.79,174.72,174.61,174.48,174.44,174.48
2032,174.57,174.68,174.79,174.89,174.95,174.95,174.93,174.89,174.8,174.69,174.59,174.62
2033,174.69,174.88,175.09,175.15,175.12,175.02,174.93,174.85,174.76,174.61,174.51,174.53
2034,174.54,174.53,174.54,174.69,174.79,174.79,174.84,174.81,174.71,174.56,174.41,174.35
2035,174.5,174.62,174.59,174.64,174.67,174.62,174.56,174.49,174.39,174.23,174.1,174.03
2036,174.04,174.19,174.38,174.56,174.69,174.77,174.75,174.69,174.68,174.62,174.57,174.58
2037,174.56,174.53,174.6,174.68,174.65,174.54,174.44,174.34,174.23,174.12,174.05,174.01
2038,174.04,174.11,174.21,174.34,174.36,174.32,174.25,174.16,174.04,173.94,173.88,173.9
2039,174.01,174.04,174.16,174.32,174.35,174.42,174.45,174.35,174.26,174.19,174.11,174.08
2040,174.13,174.2,174.29,174.45,174.55,174.51,174.46,174.43,174.36,174.23,174.15,174.21
2041,174.24,174.26,174.33,174.4,174.41,174.34,174.28,174.21,174.17,174.14,174.09,174.1
2042,174.12,174.14,174.21,174.3,174.38,174.43,174.42,174.35,174.22,174.12,174.12,174.13
2043,174.18,174.3,174.41,174.49,174.52,174.56,174.54,174.48,174.41,174.29,174.24,174.27
2044,174.26,174.24,174.39,174.64,174.84,175.05,175.07,174.94,174.86,174.78,174.69,174.75
2045,174.9,174.94,175.02,175.1,175.09,175.09,175.05,174.93,174.79,174.68,174.61,174.53
2046,174.45,174.41,174.45,174.57,174.64,174.7,174.71,174.64,174.54,174.47,174.43,174.41
2047,174.43,174.49,174.57,174.67,174.75,174.74,174.66,174.62,174.55,174.39,174.42,174.52
2048,174.53,174.51,174.53,174.6,174.59,174.57,174.55,174.49,174.4,174.3,174.22,174.21
2049,174.21,174.2,174.35,174.54,174.56,174.51,174.45,174.36,174.27,174.19,174.11,174.23
2050,174.35,174.3,174.33,174.4,174.42,174.37,174.3,174.23,174.17,174.08,174,174.06
2051,174.14,174.19,174.35,174.52,174.58,174.55,174.52,174.48,174.39,174.3,174.26,174.26
2052,174.23,174.23,174.3,174.4,174.46,174.43,174.37,174.29,174.24,174.19,174.14,174.17
2053,174.25,174.25,174.26,174.39,174.49,174.51,174.52,174.49,174.41,174.3,174.21,174.29
2054,174.4,174.45,174.53,174.6,174.63,174.71,174.75,174.74,174.69,174.59,174.5,174.46
2055,174.47,174.52,174.71,174.83,174.85,174.93,174.93,174.85,174.79,174.72,174.7,174.72
2056,174.7,174.88,175.11,175.18,175.28,175.29,175.2,175.09,174.95,174.84,174.8,174.93
2057,174.98,174.88,174.86,174.88,174.93,174.94,174.89,174.78,174.65,174.55,174.46,174.44
2058,174.54,174.63,174.7,174.74,174.72,174.66,174.57,174.5,174.41,174.28,174.24,174.25
2059,174.26,174.36,174.49,174.55,174.62,174.74,174.77,174.69,174.6,174.49,174.4,174.38
2060,174.4,174.49,174.6,174.72,174.86,174.87,174.88,174.83,174.69,174.55,174.5,174.48
2061,174.51,174.54,174.57,174.65,174.76,174.88,174.89,174.81,174.66,174.54,174.46,174.42
2062,174.38,174.45,174.61,174.74,174.79,174.78,174.74,174.66,174.57,174.5,174.48,174.54
2063,174.62,174.73,174.84,174.91,174.98,175,174.99,174.92,174.81,174.76,174.78,174.85
2064,174.89,174.91,174.95,175.01,174.99,174.89,174.77,174.68,174.57,174.46,174.44,174.67
2065,174.85,174.8,174.76,174.82,174.93,174.98,174.95,174.86,174.73,174.64,174.56,174.5
2066,174.46,174.51,174.56,174.65,174.73,174.69,174.67,174.62,174.52,174.39,174.32,174.3
2067,174.26,174.29,174.37,174.43,174.49,174.49,174.43,174.35,174.34,174.26,174.16,174.15
2068,174.16,174.27,174.43,174.52,174.6,174.63,174.59,174.57,174.51,174.41,174.37,174.41
2069,174.44,174.52,174.6,174.64,174.68,174.71,174.75,174.7,174.64,174.57,174.55,174.57
2070,174.59,174.7,174.84,174.91,174.98,175.03,175.02,174.97,174.87,174.75,174.65,174.66
2071,174.7,174.75,174.92,175.1,175.15,175.1,175.04,174.98,174.91,174.88,174.87,174.85
2072,174.9,174.97,174.97,174.96,174.92,174.85,174.78,174.74,174.65,174.51,174.44,174.45
2073,174.49,174.61,174.71,174.72,174.78,174.85,174.89,174.86,174.75,174.67,174.66,174.69
2074,174.76,174.86,174.94,174.96,174.99,174.97,174.9,174.83,174.7,174.59,174.62,174.68
2075,174.72,174.73,174.79,174.9,174.9,174.83,174.77,174.66,174.52,174.39,174.29,174.26
2076,174.31,174.4,174.51,174.62,174.7,174.78,174.79,174.71,174.59,174.48,174.41,174.42
2077,174.48,174.55,174.65,174.76,174.9,174.98,174.95,174.86,174.75,174.61,174.51,174.54
2078,174.6,174.7,174.88,175.04,175.09,175.07,175.03,174.93,174.79,174.7,174.75,174.86
2079,174.9,174.84,174.81,174.82,174.86,174.87,174.79,174.71,174.62,174.54,174.51,174.51
2080,174.5,174.45,174.49,174.6,174.64,174.65,174.63,174.56,174.46,174.41,174.41,174.51
2081,174.55,174.51,174.61,174.74,174.8,174.82,174.8,174.82,174.74,174.58,174.44,174.36
2082,174.33,174.37,174.43,174.49,174.52,174.5,174.42,174.37,174.29,174.18,174.15,174.17
2083,174.21,174.25,174.33,174.47,174.51,174.46,174.4,174.33,174.25,174.13,174.07,174.08
2084,174.08,174.1,174.26,174.41,174.43,174.38,174.33,174.29,174.23,174.11,174.02,173.99
2085,174.06,174.15,174.24,174.32,174.4,174.47,174.48,174.45,174.36,174.24,174.14,174.17
2086,174.24,174.25,174.29,174.4,174.47,174.45,174.41,174.36,174.29,174.2,174.13,174.17
2087,174.23,174.32,174.48,174.65,174.72,174.68,174.61,174.54,174.46,174.35,174.26,174.27
2088,174.34,174.34,174.37,174.43,174.49,174.51,174.46,174.4,174.29,174.14,174.07,174.1
2089,174.17,174.18,174.25,174.4,174.44,174.46,174.49,174.45,174.4,174.34,174.27,174.28
2090,174.28,174.33,174.43,174.45,174.49,174.47,174.41,174.34,174.25,174.16,174.12,174.13
