"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
2021,183.53,183.44,183.4,183.43,183.54,183.64,183.68,183.72,183.74,183.76,183.77,183.71
2022,183.61,183.54,183.52,183.55,183.59,183.63,183.67,183.72,183.8,183.87,183.91,183.87
2023,183.76,183.68,183.63,183.64,183.72,183.81,183.88,183.9,183.88,183.83,183.77,183.66
2024,183.56,183.49,183.46,183.48,183.55,183.63,183.68,183.69,183.65,183.61,183.56,183.46
2025,183.38,183.33,183.31,183.32,183.37,183.44,183.49,183.5,183.5,183.54,183.55,183.47
2026,183.4,183.37,183.34,183.37,183.44,183.51,183.61,183.66,183.68,183.67,183.61,183.51
2027,183.42,183.36,183.32,183.35,183.42,183.48,183.56,183.62,183.61,183.59,183.55,183.48
2028,183.4,183.33,183.31,183.35,183.48,183.63,183.66,183.64,183.58,183.48,183.38,183.29
2029,183.21,183.16,183.15,183.18,183.29,183.37,183.44,183.5,183.54,183.53,183.47,183.41
2030,183.31,183.24,183.2,183.21,183.3,183.41,183.52,183.6,183.6,183.59,183.55,183.47
2031,183.38,183.33,183.33,183.42,183.54,183.63,183.7,183.77,183.81,183.8,183.76,183.7
2032,183.62,183.54,183.51,183.56,183.64,183.79,183.95,184.04,184.05,184.05,184,183.9
2033,183.78,183.69,183.64,183.67,183.78,183.87,183.93,183.94,183.92,183.9,183.88,183.81
2034,183.71,183.63,183.56,183.59,183.73,183.86,183.97,184.03,184.03,183.95,183.84,183.72
2035,183.61,183.54,183.49,183.52,183.62,183.7,183.75,183.77,183.76,183.74,183.71,183.64
2036,183.56,183.51,183.46,183.48,183.56,183.64,183.68,183.68,183.64,183.56,183.46,183.34
2037,183.24,183.2,183.17,183.24,183.35,183.43,183.49,183.53,183.54,183.54,183.53,183.47
2038,183.37,183.34,183.34,183.37,183.44,183.52,183.57,183.63,183.7,183.77,183.8,183.75
2039,183.63,183.53,183.46,183.48,183.57,183.64,183.68,183.69,183.75,183.84,183.87,183.83
2040,183.76,183.67,183.61,183.63,183.67,183.73,183.8,183.83,183.88,183.93,183.92,183.86
2041,183.77,183.72,183.71,183.74,183.79,183.84,183.86,183.9,183.95,183.94,183.92,183.88
2042,183.81,183.74,183.69,183.71,183.77,183.82,183.85,183.87,183.87,183.83,183.79,183.7
2043,183.59,183.51,183.5,183.54,183.6,183.69,183.76,183.79,183.8,183.81,183.78,183.69
2044,183.58,183.51,183.48,183.5,183.55,183.62,183.68,183.71,183.69,183.61,183.49,183.36
2045,183.24,183.16,183.16,183.25,183.35,183.44,183.5,183.51,183.53,183.57,183.53,183.44
2046,183.34,183.28,183.24,183.29,183.4,183.47,183.51,183.55,183.56,183.5,183.42,183.34
2047,183.26,183.18,183.15,183.21,183.38,183.49,183.55,183.64,183.69,183.63,183.52,183.41
2048,183.32,183.25,183.21,183.22,183.31,183.41,183.51,183.57,183.58,183.54,183.46,183.37
2049,183.28,183.23,183.23,183.3,183.4,183.49,183.58,183.61,183.62,183.67,183.68,183.64
2050,183.58,183.52,183.48,183.49,183.58,183.68,183.77,183.87,183.91,183.88,183.83,183.78
2051,183.7,183.64,183.64,183.66,183.7,183.76,183.81,183.8,183.8,183.76,183.66,183.52
2052,183.38,183.29,183.27,183.37,183.53,183.67,183.79,183.88,183.9,183.85,183.79,183.71
2053,183.63,183.59,183.57,183.58,183.67,183.78,183.83,183.89,183.94,183.9,183.83,183.75
2054,183.68,183.65,183.62,183.67,183.76,183.83,183.86,183.88,183.85,183.76,183.66,183.56
2055,183.46,183.4,183.39,183.43,183.5,183.61,183.69,183.75,183.79,183.77,183.69,183.61
2056,183.53,183.45,183.39,183.48,183.66,183.77,183.82,183.8,183.75,183.68,183.58,183.47
2057,183.37,183.32,183.29,183.32,183.4,183.52,183.6,183.59,183.51,183.44,183.4,183.31
